Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu]
RUP2,9459,B,1992-06-18T20:48,67.750,-001.667,3300,10.0,7.100,35.041
RUP2,9462,B,1992-06-19T02:25,67.750,-002.832,2700,0.0,7.150,35.060
RUP2,9462,B,1992-06-19T02:25,67.750,-002.832,2700,10.0,7.150,35.059
RUP2,9463,B,1992-06-19T09:09,67.750,-004.000,1300,0.0,6.400,35.001
RUP2,9463,B,1992-06-19T09:09,67.750,-004.000,1300,10.0,6.400,35.002
RUP2,9461,B,1992-06-19T14:51,67.500,-004.967,2500,0.0,6.430,35.009
RUP2,9461,B,1992-06-19T14:51,67.500,-004.967,2500,10.0,6.430,35.008
RUP2,9469,B,1992-06-20T03:02,67.250,-004.000,3800,0.0,6.790,34.994
RUP2,9469,B,1992-06-20T03:02,67.250,-004.000,3800,10.0,6.790,34.995
RUP2,9468,B,1992-06-20T06:20,67.250,-003.000,2800,0.0,6.580,34.995
RUP2,9468,B,1992-06-20T06:20,67.250,-003.000,2800,10.0,6.570,34.990
RUP2,9467,B,1992-06-20T09:37,67.250,-002.000,2200,0.0,7.080,34.987
RUP2,9467,B,1992-06-20T09:37,67.250,-002.000,2200,10.0,7.070,34.987
RUP2,9466,B,1992-06-20T12:38,67.250,-001.000,2500,0.0,7.260,35.010
RUP2,9466,B,1992-06-20T12:38,67.250,-001.000,2500,10.0,7.260,35.008
RUP2,9465,B,1992-06-20T15:06,67.000,-000.817,3600,0.0,8.200,35.144
RUP2,9465,B,1992-06-20T15:06,67.000,-000.817,3600,10.0,8.210,35.139
RUP2,9464,B,1992-06-20T17:53,66.750,-000.500,2500,0.0,8.270,35.140
RUP2,9464,B,1992-06-20T17:53,66.750,-000.500,2500,10.0,8.280,35.142
RUP2,9470,B,1992-06-21T06:20,66.750,-002.500,3000,0.0,8.130,35.026
RUP2,9470,B,1992-06-21T06:20,66.750,-002.500,3000,10.0,8.130,35.026
RUP2,9471,B,1992-06-21T11:35,66.750,-003.500,1400,0.0,7.720,35.045
RUP2,9471,B,1992-06-21T11:35,66.750,-003.500,1400,10.0,7.720,35.044
RUP2,9472,B,1992-06-21T15:57,66.750,-004.500,2800,0.0,6.070,34.925
RUP2,9472,B,1992-06-21T15:57,66.750,-004.500,2800,10.0,6.060,34.926
RUP2,9476,B,1992-06-22T04:23,66.250,-004.000,2500,0.0,6.890,34.988
RUP2,9476,B,1992-06-22T04:23,66.250,-004.000,2500,10.0,6.890,34.988
RUP2,9475,B,1992-06-22T08:08,66.250,-003.000,2300,0.0,7.590,35.044
RUP2,9475,B,1992-06-22T08:08,66.250,-003.000,2300,10.0,7.590,35.044
90A2,8639,B,1992-06-22T10:30,65.750,-001.000,3300,0.0,8.270,35.100
90A2,8639,B,1992-06-22T10:30,65.750,-001.000,3300,10.0,8.320,35.101
RUP2,9474,B,1992-06-22T11:44,66.250,-002.000,3300,0.0,7.730,35.047
RUP2,9474,B,1992-06-22T11:44,66.250,-002.000,3300,10.0,7.720,35.050
90A2,8640,B,1992-06-22T15:20,65.750,-001.750,3300,0.0,8.420,35.044
90A2,8640,B,1992-06-22T15:20,65.750,-001.750,3300,10.0,8.420,35.037
90A2,8641,B,1992-06-22T20:25,65.750,-002.500,3500,0.0,7.460,34.920
90A2,8641,B,1992-06-22T20:25,65.750,-002.500,3500,10.0,7.530,34.911
RUP2,9473,B,1992-06-22T21:55,66.250,-001.000,2200,0.0,8.310,34.917
RUP2,9473,B,1992-06-22T21:55,66.250,-001.000,2200,10.0,8.310,34.938
90A2,8642,B,1992-06-23T00:10,65.750,-003.250,2100,0.0,7.290,34.938
90A2,8642,B,1992-06-23T00:10,65.750,-003.250,2100,10.0,7.270,34.935
90A2,8643,B,1992-06-23T03:35,65.750,-004.000,2400,0.0,7.380,34.897
90A2,8643,B,1992-06-23T03:35,65.750,-004.000,2400,10.0,7.320,34.896
90A2,8649,B,1992-06-24T06:40,67.500,-004.000,3800,0.0,6.500,34.961
90A2,8649,B,1992-06-24T06:40,67.500,-004.000,3800,10.0,6.480,35.000
90A2,8648,B,1992-06-24T10:10,67.500,-003.250,2800,0.0,6.410,35.000
90A2,8648,B,1992-06-24T10:10,67.500,-003.250,2800,10.0,6.410,35.000
90A2,8647,B,1992-06-24T13:30,67.500,-002.500,2300,0.0,6.480,34.996
90A2,8647,B,1992-06-24T13:30,67.500,-002.500,2300,10.0,6.380,35.007
90A2,8646,B,1992-06-24T17:10,67.500,-001.750,3200,0.0,7.270,35.086
90A2,8646,B,1992-06-24T17:10,67.500,-001.750,3200,10.0,7.120,35.090
90A2,8645,B,1992-06-24T20:55,67.500,-001.000,2500,0.0,7.300,35.004
90A2,8645,B,1992-06-24T20:55,67.500,-001.000,2500,10.0,7.020,35.004
RUP2,9478,B,1992-06-24T22:30,65.250,-001.000,1700,0.0,8.880,35.111
RUP2,9478,B,1992-06-24T22:30,65.250,-001.000,1700,10.0,8.880,35.111
RUP2,9479,B,1992-06-25T05:28,65.250,-002.000,3100,0.0,8.600,34.962
RUP2,9479,B,1992-06-25T05:28,65.250,-002.000,3100,10.0,8.600,34.963
RUP2,9480,B,1992-06-30T19:43,67.182,-000.917,2500,0.0,9.060,35.148
RUP2,9480,B,1992-06-30T19:43,67.182,-000.917,2500,10.0,9.070,35.155
RUP2,9481,B,1992-07-02T20:33,67.750,-001.000,2700,0.0,7.800,35.051
RUP2,9481,B,1992-07-02T20:33,67.750,-001.000,2700,10.0,7.800,35.050
RUP2,9482,B,1992-07-02T23:56,67.750,-002.000,3000,0.0,7.610,35.042
RUP2,9482,B,1992-07-02T23:56,67.750,-002.000,3000,10.0,7.610,35.041
RUP2,9483,B,1992-07-03T05:09,67.750,-003.000,2800,0.0,7.260,35.049
RUP2,9483,B,1992-07-03T05:09,67.750,-003.000,2800,10.0,7.270,35.051
RUP2,9484,B,1992-07-03T09:50,67.750,-004.417,2700,0.0,7.410,35.011
RUP2,9484,B,1992-07-03T09:50,67.750,-004.417,2700,10.0,7.320,35.005
RUP2,9485,B,1992-07-03T21:24,68.250,-002.000,2700,0.0,8.420,35.147
RUP2,9485,B,1992-07-03T21:24,68.250,-002.000,2700,10.0,8.430,35.146
RUP2,9486,B,1992-07-04T01:06,68.250,-001.000,3500,0.0,8.450,35.150
RUP2,9486,B,1992-07-04T01:06,68.250,-001.000,3500,10.0,8.470,35.152
90A2,8651,B,1992-07-04T03:10,69.332,-001.000,2400,0.0,8.200,35.138
90A2,8651,B,1992-07-04T03:10,69.332,-001.000,2400,10.0,8.050,35.127
90A2,8652,B,1992-07-04T06:30,69.332,-002.000,3000,0.0,8.200,35.116
90A2,8652,B,1992-07-04T06:30,69.332,-002.000,3000,10.0,8.230,35.119
90A2,9050,B,1992-07-04T09:30,69.332,-003.000,2700,0.0,7.000,35.090
90A2,9050,B,1992-07-04T09:30,69.332,-003.000,2700,10.0,7.020,35.055
90A2,8653,B,1992-07-04T13:50,69.332,-004.000,3100,0.0,7.100,35.039
90A2,8653,B,1992-07-04T13:50,69.332,-004.000,3100,10.0,7.080,35.041
RUP2,9487,B,1992-07-05T22:11,68.750,-000.532,2500,0.0,8.210,35.108
RUP2,9487,B,1992-07-05T22:11,68.750,-000.532,2500,10.0,8.210,35.108
RUP2,9488,B,1992-07-06T00:50,68.967,-000.032,3000,0.0,7.730,35.143
RUP2,9488,B,1992-07-06T00:50,68.967,-000.032,3000,10.0,7.730,35.143
58GS,847,B,1992-08-06T01:08,65.3422,-000.7332,2000,2.0,10.939,35.0284
58GS,847,B,1992-08-06T01:08,65.3422,-000.7332,2000,5.0,10.943,35.0303
58GS,847,B,1992-08-06T01:08,65.3422,-000.7332,2000,10.0,10.939,35.0318
58JH,1402,B,1992-11-10T22:21,65.0010,-002.6652,3166,0.0,6.315,34.8982
58JH,1402,B,1992-11-10T22:21,65.0010,-002.6652,3166,5.0,6.312,34.9010
58JH,1402,B,1992-11-10T22:21,65.0010,-002.6652,3166,10.0,6.311,34.9006
58JH,1403,B,1992-11-11T06:28,65.0000,-004.3292,3350,0.0,5.896,34.8478
58JH,1403,B,1992-11-11T06:28,65.0000,-004.3292,3350,5.0,5.897,34.8510
58JH,1403,B,1992-11-11T06:28,65.0000,-004.3292,3350,10.0,5.890,34.8488
58MS,646,B,1993-07-13T15:02,66.5000,-004.1502,2500,0.0,7.161,34.8866
58MS,646,B,1993-07-13T15:02,66.5000,-004.1502,2500,5.0,7.175,34.8856
58MS,646,B,1993-07-13T15:02,66.5000,-004.1502,2500,10.0,7.156,34.8856
58MS,647,B,1993-07-13T22:50,66.5000,-003.8333,2500,0.0,7.702,34.9680
58MS,647,B,1993-07-13T22:50,66.5000,-003.8333,2500,5.0,7.706,34.9667
58MS,647,B,1993-07-13T22:50,66.5000,-003.8333,2500,10.0,7.699,34.9666
58MS,648,B,1993-07-14T03:37,67.0000,-002.5002,2500,0.0,7.680,34.9156
58MS,648,B,1993-07-14T03:37,67.0000,-002.5002,2500,5.0,7.671,34.9312
58MS,648,B,1993-07-14T03:37,67.0000,-002.5002,2500,10.0,7.668,34.9274
58MS,649,B,1993-07-14T08:56,67.3667,-002.6168,2500,0.0,7.938,35.0152
58MS,649,B,1993-07-14T08:56,67.3667,-002.6168,2500,5.0,7.937,35.0142
58MS,649,B,1993-07-14T08:56,67.3667,-002.6168,2500,10.0,7.859,35.0169
58MS,650,B,1993-07-14T18:13,68.0000,-003.6668,3700,0.0,7.112,34.9539
58MS,650,B,1993-07-14T18:13,68.0000,-003.6668,3700,5.0,7.113,34.9524
58MS,650,B,1993-07-14T18:13,68.0000,-003.6668,3700,10.0,7.115,34.9526
58MS,651,B,1993-07-15T02:21,67.5000,-004.8333,2000,0.0,7.526,34.9239
58MS,651,B,1993-07-15T02:21,67.5000,-004.8333,2000,5.0,7.527,34.9225
58MS,651,B,1993-07-15T02:21,67.5000,-004.8333,2000,10.0,7.531,34.9235
58GS,794,B,1993-08-01T23:20,69.4297,-000.9993,2950,0.0,9.820,35.1072
58GS,794,B,1993-08-01T23:20,69.4297,-000.9993,2950,5.0,9.817,35.1057
58GS,794,B,1993-08-01T23:20,69.4297,-000.9993,2950,10.0,9.816,35.1053
58GS,795,B,1993-08-02T00:37,69.3848,-001.1143,2900,0.0,9.748,35.1043
58GS,795,B,1993-08-02T00:37,69.3848,-001.1143,2900,5.0,9.748,35.1020
58GS,795,B,1993-08-02T00:37,69.3848,-001.1143,2900,10.0,9.737,35.0970
58GS,796,B,1993-08-02T10:00,68.5003,-001.0023,3100,0.0,10.690,35.1397
58GS,796,B,1993-08-02T10:00,68.5003,-001.0023,3100,5.0,10.687,35.1383
58GS,796,B,1993-08-02T10:00,68.5003,-001.0023,3100,10.0,10.684,35.1379
58JH,1065,B,1993-11-09T22:22,65.0000,-000.8333,2934,0.0,6.029,34.8940
58JH,1065,B,1993-11-09T22:22,65.0000,-000.8333,2934,5.0,6.029,34.8940
58JH,1065,B,1993-11-09T22:22,65.0000,-000.8333,2934,10.0,6.006,34.8941
58JH,1066,B,1993-11-10T04:01,65.0000,-002.0002,3093,0.0,5.851,34.8500
58JH,1066,B,1993-11-10T04:01,65.0000,-002.0002,3093,5.0,5.851,34.8500
58JH,1066,B,1993-11-10T04:01,65.0000,-002.0002,3093,10.0,5.888,34.8500
58JH,1067,B,1993-11-10T09:40,65.0000,-003.1502,3209,0.0,5.518,34.8180
58JH,1067,B,1993-11-10T09:40,65.0000,-003.1502,3209,10.0,5.518,34.8182
58JH,1068,B,1993-11-10T15:13,65.0000,-004.3502,3310,0.0,5.504,34.8679
58JH,1068,B,1993-11-10T15:13,65.0000,-004.3502,3310,5.0,5.503,34.8651
58JH,1068,B,1993-11-10T15:13,65.0000,-004.3502,3310,10.0,5.506,34.8617
58AA,44,B,1994-03-14T07:20,67.245,-002.163,,7.5,3.48,34.92
58GS,766,B,1994-06-09T01:36,66.2497,-003.5038,3500,0.0,5.952,34.8703
58GS,766,B,1994-06-09T01:36,66.2497,-003.5038,3500,5.0,5.952,34.8699
58GS,766,B,1994-06-09T01:36,66.2497,-003.5038,3500,10.0,5.951,34.8695
58GS,771,B,1994-06-10T14:33,66.7497,-003.4972,,0.0,5.788,34.8797
58GS,771,B,1994-06-10T14:33,66.7497,-003.4972,,5.0,5.791,34.8774
58GS,771,B,1994-06-10T14:33,66.7497,-003.4972,,10.0,5.766,34.8802
58GS,772,B,1994-06-10T19:24,66.7490,-002.0058,3000,0.0,6.202,34.8837
58GS,772,B,1994-06-10T19:24,66.7490,-002.0058,3000,5.0,6.203,34.9060
58GS,772,B,1994-06-10T19:24,66.7490,-002.0058,3000,10.0,6.210,34.9052
58GS,773,B,1994-06-11T05:43,67.2468,-003.4923,3000,0.0,4.939,34.9164
58GS,773,B,1994-06-11T05:43,67.2468,-003.4923,3000,5.0,4.938,34.9136
58GS,773,B,1994-06-11T05:43,67.2468,-003.4923,3000,10.0,4.935,34.9164
58GS,774,B,1994-06-11T09:47,67.2515,-004.4843,1000,0.0,5.283,34.9644
58GS,774,B,1994-06-11T09:47,67.2515,-004.4843,1000,5.0,5.285,34.9712
58GS,774,B,1994-06-11T09:47,67.2515,-004.4843,1000,10.0,5.281,34.9727
58GS,779,B,1994-06-12T14:07,67.7488,-004.5042,3700,0.0,5.506,34.9362
58GS,779,B,1994-06-12T14:07,67.7488,-004.5042,3700,5.0,5.514,34.9390
58GS,779,B,1994-06-12T14:07,67.7488,-004.5042,3700,10.0,5.554,34.9451
58GS,780,B,1994-06-12T21:01,67.7487,-002.0052,3500,0.0,5.618,34.9124
58GS,780,B,1994-06-12T21:01,67.7487,-002.0052,3500,5.2,5.618,34.9096
58GS,780,B,1994-06-12T21:01,67.7487,-002.0052,3500,10.0,5.614,34.9124
58GS,781,B,1994-06-13T04:57,68.2485,-003.4953,3500,0.0,5.070,34.9762
58GS,781,B,1994-06-13T04:57,68.2485,-003.4953,3500,5.0,5.068,34.9768
58GS,781,B,1994-06-13T04:57,68.2485,-003.4953,3500,10.0,5.058,34.9742
58GS,782,B,1994-06-13T09:26,68.2512,-004.5018,3500,0.0,5.759,34.9974
58GS,782,B,1994-06-13T09:26,68.2512,-004.5018,3500,5.0,5.759,34.9948
58GS,782,B,1994-06-13T09:26,68.2512,-004.5018,3500,10.0,5.757,34.9977
58GS,791,B,1994-06-18T19:33,68.9997,-002.0013,3000,0.0,6.251,35.0324
58GS,791,B,1994-06-18T19:33,68.9997,-002.0013,3000,5.0,6.248,35.0317
58GS,791,B,1994-06-18T19:33,68.9997,-002.0013,3000,10.0,6.214,35.0294
58GS,792,B,1994-06-19T03:11,69.5022,-004.5068,2612,0.0,5.167,34.9936
58GS,792,B,1994-06-19T03:11,69.5022,-004.5068,2612,5.0,5.203,34.9913
58GS,792,B,1994-06-19T03:11,69.5022,-004.5068,2612,10.0,5.192,34.9944
58GS,802,B,1994-06-23T10:23,69.8502,-002.0027,3250,0.0,6.895,35.0661
58GS,802,B,1994-06-23T10:23,69.8502,-002.0027,3250,5.0,6.894,35.0645
58GS,802,B,1994-06-23T10:23,69.8502,-002.0027,3250,10.0,6.885,35.0646
58GS,804,B,1994-06-24T03:06,68.0010,-000.0022,2800,0.0,7.576,35.0706
58GS,804,B,1994-06-24T03:06,68.0010,-000.0022,2800,5.0,7.573,35.0722
58GS,804,B,1994-06-24T03:06,68.0010,-000.0022,2800,10.0,7.577,35.0722
58MS,257,B,1994-07-20T19:23,65.9997,-004.9993,2500,2.0,8.479,34.8158
58MS,257,B,1994-07-20T19:23,65.9997,-004.9993,2500,5.0,8.454,34.8131
58MS,257,B,1994-07-20T19:23,65.9997,-004.9993,2500,10.0,8.259,34.8069
58MS,259,B,1994-07-21T10:32,67.9952,-004.9998,3550,3.0,8.632,34.9439
58MS,259,B,1994-07-21T10:32,67.9952,-004.9998,3550,5.0,8.630,34.9442
58MS,259,B,1994-07-21T10:32,67.9952,-004.9998,3550,10.0,8.592,34.9401
58MS,260,B,1994-07-21T21:24,69.0000,-004.9983,3300,3.0,7.872,34.9699
58MS,260,B,1994-07-21T21:24,69.0000,-004.9983,3300,5.0,7.873,34.9697
58MS,260,B,1994-07-21T21:24,69.0000,-004.9983,3300,10.0,7.874,34.9699
58MS,269,B,1994-07-25T06:50,69.9973,-004.9163,3000,2.0,7.891,34.9747
58MS,269,B,1994-07-25T06:50,69.9973,-004.9163,3000,5.0,7.886,34.9756
58MS,269,B,1994-07-25T06:50,69.9973,-004.9163,3000,10.0,7.886,34.9758
58JH,577,B,1994-07-26T00:32,66.4997,-001.8290,3625,1.2,9.18,34.83
58JH,577,B,1994-07-26T00:32,66.4997,-001.8290,3625,7.6,9.18,34.83
58JH,578,B,1994-07-26T07:22,66.1663,-002.5962,3485,3.5,9.62,34.83
58JH,578,B,1994-07-26T07:22,66.1663,-002.5962,3485,8.8,9.50,34.82
58JH,579,B,1994-07-26T13:01,65.8323,-003.4960,3046,2.5,9.31,34.79
58JH,579,B,1994-07-26T13:01,65.8323,-003.4960,3046,9.1,9.31,34.79
58JH,580,B,1994-07-26T18:45,65.4707,-004.3357,3244,1.8,9.62,34.78
58JH,580,B,1994-07-26T18:45,65.4707,-004.3357,3244,8.4,9.51,34.77
26MH,70,B,1994-08-14T21:10,68.3333,-004.2500,2500,1.01,8.3780,
26MH,70,B,1994-08-14T21:10,68.3333,-004.2500,2500,5.05,8.3690,
26MH,70,B,1994-08-14T21:10,68.3333,-004.2500,2500,10.10,8.3620,
26MH,71,B,1994-08-15T01:20,68.6667,-003.1833,2500,3.03,9.3480,
26MH,71,B,1994-08-15T01:20,68.6667,-003.1833,2500,5.05,9.3480,
26MH,71,B,1994-08-15T01:20,68.6667,-003.1833,2500,10.10,9.3500,
26MH,72,B,1994-08-15T05:25,69.0000,-002.0000,2500,3.03,10.2620,
26MH,72,B,1994-08-15T05:25,69.0000,-002.0000,2500,5.05,10.2630,
26MH,72,B,1994-08-15T05:25,69.0000,-002.0000,2500,10.10,10.2620,
26MH,74,B,1994-08-15T12:40,68.4833,-000.9500,2500,3.03,9.8150,
26MH,74,B,1994-08-15T12:40,68.4833,-000.9500,2500,5.05,9.8140,
26MH,74,B,1994-08-15T12:40,68.4833,-000.9500,2500,10.10,9.8070,
26MH,76,B,1994-08-15T21:40,67.6000,-000.8333,2500,2.02,10.7850,
26MH,76,B,1994-08-15T21:40,67.6000,-000.8333,2500,5.05,10.7850,
26MH,76,B,1994-08-15T21:40,67.6000,-000.8333,2500,10.10,10.7900,
26MH,77,B,1994-08-16T01:15,67.2667,-001.4833,2500,3.03,9.8330,
26MH,77,B,1994-08-16T01:15,67.2667,-001.4833,2500,5.05,9.8340,
26MH,77,B,1994-08-16T01:15,67.2667,-001.4833,2500,10.10,9.8340,
26MH,78,B,1994-08-16T05:15,66.8833,-002.2333,2500,3.03,9.6030,
26MH,78,B,1994-08-16T05:15,66.8833,-002.2333,2500,5.05,9.6030,
26MH,78,B,1994-08-16T05:15,66.8833,-002.2333,2500,10.10,9.6040,
26MH,79,B,1994-08-16T09:25,66.4333,-003.0833,2500,2.02,9.9850,
26MH,79,B,1994-08-16T09:25,66.4333,-003.0833,2500,5.05,9.9870,
26MH,79,B,1994-08-16T09:25,66.4333,-003.0833,2500,10.10,9.9920,
26MH,80,B,1994-08-16T13:40,66.0000,-004.0000,2500,2.02,9.3550,
26MH,80,B,1994-08-16T13:40,66.0000,-004.0000,2500,5.05,9.3550,
26MH,80,B,1994-08-16T13:40,66.0000,-004.0000,2500,10.10,9.3490,
26MH,82,B,1994-08-16T20:00,65.6000,-003.1333,2500,3.03,10.4330,
26MH,82,B,1994-08-16T20:00,65.6000,-003.1333,2500,5.05,10.4330,
26MH,82,B,1994-08-16T20:00,65.6000,-003.1333,2500,10.10,10.4350,
26MH,83,B,1994-08-17T00:30,65.1333,-002.2667,2500,2.02,10.7470,
26MH,83,B,1994-08-17T00:30,65.1333,-002.2667,2500,5.05,10.7470,
26MH,83,B,1994-08-17T00:30,65.1333,-002.2667,2500,10.10,10.7430,
58JH,949,B,1994-10-30T20:02,65.0007,-000.7838,2900,3.0,6.965,34.9570
58JH,949,B,1994-10-30T20:02,65.0007,-000.7838,2900,5.0,6.962,34.9572
58JH,949,B,1994-10-30T20:02,65.0007,-000.7838,2900,10.0,6.962,34.9570
58JH,951,B,1994-10-31T04:41,65.0005,-003.1538,3187,4.0,6.784,34.8466
58JH,951,B,1994-10-31T04:41,65.0005,-003.1538,3187,5.0,6.781,34.8476
58JH,951,B,1994-10-31T04:41,65.0005,-003.1538,3187,10.0,6.779,34.8480
58JH,1002,B,1994-11-12T23:52,69.6150,-000.9342,2756,3.0,5.650,35.0828
58JH,1002,B,1994-11-12T23:52,69.6150,-000.9342,2756,5.0,5.702,35.0862
58JH,1002,B,1994-11-12T23:52,69.6150,-000.9342,2756,10.0,5.502,35.0717
58JH,1003,B,1994-11-13T23:49,69.2345,-000.0273,2826,5.0,6.503,35.1022
58JH,1003,B,1994-11-13T23:49,69.2345,-000.0273,2826,10.0,6.506,35.1018
58GS,267,B,1995-04-21T12:03,65.8905,-000.0262,,2.0,4.467,34.9970
58GS,267,B,1995-04-21T12:03,65.8905,-000.0262,,5.0,4.459,35.0010
58GS,267,B,1995-04-21T12:03,65.8905,-000.0262,,10.0,4.461,35.0010
58GS,269,B,1995-04-22T06:32,65.9987,-001.9975,,4.0,2.880,34.9000
58GS,269,B,1995-04-22T06:32,65.9987,-001.9975,,5.0,2.879,34.9000
58GS,269,B,1995-04-22T06:32,65.9987,-001.9975,,10.0,2.879,34.8990
58GS,270,B,1995-04-22T17:10,66.2970,-001.1095,3300,2.0,3.038,34.8960
58GS,270,B,1995-04-22T17:10,66.2970,-001.1095,3300,5.0,3.034,34.9010
58GS,270,B,1995-04-22T17:10,66.2970,-001.1095,3300,10.0,3.043,34.9030
58GS,273,B,1995-04-23T20:04,67.0635,-000.3822,3200,2.0,3.921,34.9770
58GS,273,B,1995-04-23T20:04,67.0635,-000.3822,3200,5.0,3.922,34.9770
58GS,273,B,1995-04-23T20:04,67.0635,-000.3822,3200,10.0,3.921,34.9770
58GS,278,B,1995-04-25T04:24,67.7450,-000.8280,3400,4.0,3.158,34.9500
58GS,278,B,1995-04-25T04:24,67.7450,-000.8280,3400,5.0,3.158,34.9500
58GS,278,B,1995-04-25T04:24,67.7450,-000.8280,3400,10.0,3.160,34.9500
58GS,279,B,1995-04-25T09:44,67.8335,-002.0047,3600,2.0,3.214,34.9390
58GS,279,B,1995-04-25T09:44,67.8335,-002.0047,3600,5.0,3.212,34.9550
58GS,279,B,1995-04-25T09:44,67.8335,-002.0047,3600,10.0,3.212,34.9560
58JH,459,B,1995-04-30T13:37,65.0012,-000.1623,2782,2.0,5.250,35.0625
58JH,459,B,1995-04-30T13:37,65.0012,-000.1623,2782,5.0,5.250,35.0632
58JH,459,B,1995-04-30T13:37,65.0012,-000.1623,2782,10.0,5.214,35.0637
58JH,460,B,1995-04-30T17:09,65.5050,-000.3263,3001,2.0,3.665,34.9011
58JH,460,B,1995-04-30T17:09,65.5050,-000.3263,3001,5.0,3.659,34.8998
58JH,460,B,1995-04-30T17:09,65.5050,-000.3263,3001,10.0,3.656,34.9003
58JH,461,B,1995-04-30T20:27,65.9992,-000.4987,3183,2.0,5.179,35.0586
58JH,461,B,1995-04-30T20:27,65.9992,-000.4987,3183,5.0,5.172,35.0574
58JH,461,B,1995-04-30T20:27,65.9992,-000.4987,3183,10.0,5.174,35.0584
58JH,462,B,1995-05-01T01:49,66.5000,-000.6640,3147,4.0,3.580,34.9094
58JH,462,B,1995-05-01T01:49,66.5000,-000.6640,3147,5.0,3.579,34.9099
58JH,462,B,1995-05-01T01:49,66.5000,-000.6640,3147,10.0,3.574,34.9089
58JH,463,B,1995-05-01T05:46,67.0055,-000.8322,3408,5.0,4.989,35.0576
58JH,463,B,1995-05-01T05:46,67.0055,-000.8322,3408,6.0,4.989,35.0570
58JH,463,B,1995-05-01T05:46,67.0055,-000.8322,3408,10.0,4.987,35.0570
58JH,464,B,1995-05-01T09:16,67.5073,-000.9910,3197,3.0,4.522,35.0278
58JH,464,B,1995-05-01T09:16,67.5073,-000.9910,3197,5.0,4.516,35.0272
58JH,464,B,1995-05-01T09:16,67.5073,-000.9910,3197,10.0,4.522,35.0275
58JH,465,B,1995-05-01T14:01,67.9985,-001.1642,3700,4.0,3.796,34.9755
58JH,465,B,1995-05-01T14:01,67.9985,-001.1642,3700,5.0,3.794,34.9759
58JH,465,B,1995-05-01T14:01,67.9985,-001.1642,3700,10.0,3.796,34.9782
58JH,466,B,1995-05-01T19:28,68.4982,-001.3363,3263,5.0,4.099,35.0040
58JH,466,B,1995-05-01T19:28,68.4982,-001.3363,3263,6.0,4.098,35.0034
58JH,466,B,1995-05-01T19:28,68.4982,-001.3363,3263,10.0,4.097,35.0046
58JH,467,B,1995-05-01T22:52,69.0020,-001.5010,3500,4.0,4.758,35.0491
58JH,467,B,1995-05-01T22:52,69.0020,-001.5010,3500,5.0,4.754,35.0482
58JH,467,B,1995-05-01T22:52,69.0020,-001.5010,3500,10.0,4.753,35.0489
58JH,468,B,1995-05-02T02:32,69.5017,-001.6632,3383,3.0,4.272,35.0282
58JH,468,B,1995-05-02T02:32,69.5017,-001.6632,3383,5.0,4.271,35.0293
58JH,468,B,1995-05-02T02:32,69.5017,-001.6632,3383,10.0,4.272,35.0279
58JH,469,B,1995-05-02T05:54,69.9192,-001.8475,2840,3.0,4.109,35.0277
58JH,469,B,1995-05-02T05:54,69.9192,-001.8475,2840,5.0,4.108,35.0277
58JH,469,B,1995-05-02T05:54,69.9192,-001.8475,2840,10.0,4.109,35.0275
58JH,470,B,1995-05-02T09:53,69.6310,-000.9927,2722,2.0,4.123,35.0217
58JH,470,B,1995-05-02T09:53,69.6310,-000.9927,2722,5.0,4.111,35.0233
58JH,470,B,1995-05-02T09:53,69.6310,-000.9927,2722,10.0,4.109,35.0239
58JH,471,B,1995-05-02T12:52,69.4333,-000.0007,2700,2.0,4.246,35.0695
58JH,471,B,1995-05-02T12:52,69.4333,-000.0007,2700,5.0,4.245,35.0713
58JH,471,B,1995-05-02T12:52,69.4333,-000.0007,2700,10.0,4.243,35.0707
58GS,521,B,1995-06-06T14:02,69.5002,-002.8347,2700,4.0,6.298,35.0953
58GS,521,B,1995-06-06T14:02,69.5002,-002.8347,2700,5.0,6.295,35.0968
58GS,521,B,1995-06-06T14:02,69.5002,-002.8347,2700,10.0,6.295,35.0964
58GS,522,B,1995-06-06T22:08,69.4990,-000.0025,3200,4.0,5.792,35.0601
58GS,522,B,1995-06-06T22:08,69.4990,-000.0025,3200,5.0,5.784,35.0599
58GS,522,B,1995-06-06T22:08,69.4990,-000.0025,3200,10.0,5.779,35.0613
58GS,537,B,1995-06-18T11:24,67.6290,-004.4965,3500,2.0,5.117,34.9455
58GS,537,B,1995-06-18T11:24,67.6290,-004.4965,3500,5.0,5.113,34.9457
58GS,537,B,1995-06-18T11:24,67.6290,-004.4965,3500,10.0,5.110,34.9451
58GS,538,B,1995-06-18T11:36,67.6307,-004.4907,3500,2.0,5.103,34.9451
58GS,538,B,1995-06-18T11:36,67.6307,-004.4907,3500,5.0,5.106,34.9438
58GS,538,B,1995-06-18T11:36,67.6307,-004.4907,3500,10.0,5.106,34.9446
58GS,539,B,1995-06-19T00:20,68.1680,-002.5048,3700,3.0,6.099,35.0764
58GS,539,B,1995-06-19T00:20,68.1680,-002.5048,3700,5.0,6.097,35.0763
58GS,539,B,1995-06-19T00:20,68.1680,-002.5048,3700,10.0,6.096,35.0758
58GS,540,B,1995-06-19T06:02,68.5005,-001.0018,3500,3.0,6.208,35.0471
