Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu]
4699,71,B,1949-08-03T00:00,66.37,-011.50,1000,0,7.69,34.52
4699,71,B,1949-08-03T00:00,66.37,-011.50,1000,10,8.00,34.43
4699,72,B,1949-08-04T00:00,66.37,-013.98,119,0,7.50,34.09
4699,72,B,1949-08-04T00:00,66.37,-013.98,119,10,7.36,34.09
4699,73,B,1949-08-04T00:00,66.37,-013.55,277,0,8.06,34.20
4699,73,B,1949-08-04T00:00,66.37,-013.55,277,10,8.08,34.34
4699,74,B,1949-08-04T00:00,66.37,-014.35,64,0,6.41,34.06
4699,74,B,1949-08-04T00:00,66.37,-014.35,64,10,6.34,34.06
4699,75,B,1949-08-05T00:00,66.37,-012.92,192,0,7.55,34.32
4699,75,B,1949-08-05T00:00,66.37,-012.92,192,10,7.54,34.30
4699,77,B,1949-08-05T00:00,66.08,-012.83,169,0,7.11,34.43
4699,77,B,1949-08-05T00:00,66.08,-012.83,169,10,7.01,34.44
4699,76,B,1949-08-05T00:00,66.37,-012.27,,0,7.29,34.60
4699,76,B,1949-08-05T00:00,66.37,-012.27,,10,7.23,34.59
74SC,816,B,1949-08-05T00:00,65.85,-013.40,238,0,7.89,33.90
74SC,816,B,1949-08-05T00:00,65.85,-013.40,238,10,7.90,33.89
06AF,13,B,1949-08-18T00:00,66.48,-014.87,,0,7.63,33.94
06AF,13,B,1949-08-18T00:00,66.48,-014.87,,10,7.59,33.96
06AF,14,B,1949-08-19T00:00,66.32,-014.47,73,0,7.66,34.08
06AF,14,B,1949-08-19T00:00,66.32,-014.47,73,10,7.10,34.18
06AF,15,B,1949-08-21T00:00,66.48,-014.53,100,0,7.82,33.96
06AF,15,B,1949-08-21T00:00,66.48,-014.53,100,10,7.75,33.98
9099,9280,B,1949-08-21T23:00,66.582,-013.700,180,0.0,7.600,34.330
9099,9280,B,1949-08-21T23:00,66.582,-013.700,180,10.0,7.470,34.360
9099,209,B,1949-08-22T05:00,67.217,-012.900,,0.0,6.700,34.650
9099,209,B,1949-08-22T05:00,67.217,-012.900,,10.0,6.760,34.670
9099,210,B,1949-08-22T11:00,67.932,-012.000,,0.0,6.700,34.870
9099,210,B,1949-08-22T11:00,67.932,-012.000,,10.0,6.570,34.880
9099,212,B,1949-08-22T18:00,68.450,-011.167,,0.0,6.200,34.920
9099,212,B,1949-08-22T18:00,68.450,-011.167,,10.0,6.040,34.920
4699,129,B,1949-08-23T00:00,66.57,-014.33,146,0,9.75,31.85
4699,129,B,1949-08-23T00:00,66.57,-014.33,146,10,8.00,34.03
9099,213,B,1949-08-23T01:00,69.150,-010.200,,0.0,6.100,34.870
9099,213,B,1949-08-23T01:00,69.150,-010.200,,10.0,6.140,34.870
4699,134,B,1949-08-24T00:00,66.42,-014.42,64,0,6.87,33.98
4699,134,B,1949-08-24T00:00,66.42,-014.42,64,10,5.15,34.28
4699,135,B,1949-08-24T00:00,66.57,-014.32,150,0,8.02,34.11
4699,135,B,1949-08-24T00:00,66.57,-014.32,150,10,7.98,34.03
4699,140,B,1949-08-25T00:00,66.72,-014.15,210,0,7.78,34.18
06AF,17,B,1949-08-25T00:00,66.45,-014.67,90,0,8.21,33.67
06AF,17,B,1949-08-25T00:00,66.45,-014.67,90,10,7.82,33.87
4699,142,B,1949-08-25T00:00,67.02,-013.82,338,0,7.60,34.19
4699,142,B,1949-08-25T00:00,67.02,-013.82,338,10,7.55,34.16
4699,141,B,1949-08-25T00:00,67.93,-012.83,,0,7.02,34.76
4699,141,B,1949-08-25T00:00,67.93,-012.83,,10,6.90,34.77
4699,144,B,1949-08-25T00:00,68.55,-012.17,,0,6.30,34.85
4699,144,B,1949-08-25T00:00,68.55,-012.17,,10,6.21,34.84
4699,143,B,1949-08-25T00:00,67.32,-013.48,,0,6.82,34.67
4699,143,B,1949-08-25T00:00,67.32,-013.48,,10,6.64,34.65
4699,146,B,1949-08-26T00:00,69.12,-011.55,,0,6.01,34.83
4699,146,B,1949-08-26T00:00,69.12,-011.55,,10,5.89,34.85
4699,145,B,1949-08-26T00:00,69.77,-010.83,,0,6.14,34.91
4699,145,B,1949-08-26T00:00,69.77,-010.83,,10,6.13,34.91
06AF,18,B,1949-08-27T00:00,66.18,-014.60,70,0,6.90,34.06
4699,157,B,1949-08-29T00:00,66.37,-014.37,108,0,6.58,34.11
4699,157,B,1949-08-29T00:00,66.37,-014.37,108,10,5.31,34.32
4699,154,B,1949-08-29T00:00,66.37,-012.97,155,0,7.35,34.34
4699,154,B,1949-08-29T00:00,66.37,-012.97,155,10,7.23,34.35
4699,156,B,1949-08-29T00:00,66.37,-014.00,258,0,8.40,34.02
4699,156,B,1949-08-29T00:00,66.37,-014.00,258,10,7.98,34.07
4699,155,B,1949-08-29T00:00,66.37,-013.60,155,0,8.04,34.24
4699,155,B,1949-08-29T00:00,66.37,-013.60,155,10,7.69,34.24
4699,153,B,1949-08-29T00:00,66.37,-012.33,714,0,7.72,34.34
4699,153,B,1949-08-29T00:00,66.37,-012.33,714,10,7.72,34.34
4699,152,B,1949-08-29T00:00,66.37,-010.67,,0,7.18,34.60
4699,152,B,1949-08-29T00:00,66.37,-010.67,,10,7.11,34.62
4699,59,B,1950-06-01T00:00,66.73,-014.15,220,0,3.90,34.88
4699,59,B,1950-06-01T00:00,66.73,-014.15,220,10,3.76,34.88
4699,58,B,1950-06-01T00:00,66.58,-014.32,180,0,4.50,34.69
4699,58,B,1950-06-01T00:00,66.58,-014.32,180,10,4.23,34.69
4699,67,B,1950-06-02T00:00,66.47,-013.13,308,0,3.84,34.93
4699,67,B,1950-06-02T00:00,66.47,-013.13,308,10,3.66,34.88
4699,70,B,1950-06-02T00:00,67.35,-013.48,1750,0,2.11,34.83
4699,70,B,1950-06-02T00:00,67.35,-013.48,1750,10,1.94,34.84
4699,69,B,1950-06-02T00:00,67.10,-013.80,850,0,3.92,34.87
4699,69,B,1950-06-02T00:00,67.10,-013.80,850,10,3.69,34.87
4699,68,B,1950-06-02T00:00,66.48,-013.55,234,0,3.70,34.91
4699,68,B,1950-06-02T00:00,66.48,-013.55,234,10,3.64,34.88
4699,65,B,1950-06-02T00:00,66.37,-011.18,1430,0,3.30,34.86
4699,66,B,1950-06-02T00:00,66.42,-012.30,1320,0,3.82,34.88
4699,72,B,1950-06-03T00:00,66.42,-014.40,60,0,4.20,34.70
4699,72,B,1950-06-03T00:00,66.42,-014.40,60,10,4.20,34.72
4699,71,B,1950-06-03T00:00,66.52,-013.90,146,0,3.90,34.88
4699,71,B,1950-06-03T00:00,66.52,-013.90,146,10,3.83,34.84
9099,228,B,1950-06-16T22:00,66.700,-010.832,,0.0,5.000,34.960
9099,228,B,1950-06-16T22:00,66.700,-010.832,,10.0,5.020,34.970
9099,231,B,1950-06-17T02:00,66.467,-011.632,,0.0,5.250,34.970
9099,231,B,1950-06-17T02:00,66.467,-011.632,,10.0,5.330,34.970
9099,234,B,1950-06-17T07:00,66.300,-012.500,180,0.0,5.730,34.790
9099,234,B,1950-06-17T07:00,66.300,-012.500,180,10.0,5.700,34.810
9099,9294,B,1950-06-17T11:00,66.150,-013.332,150,0.0,5.410,34.850
9099,9294,B,1950-06-17T11:00,66.150,-013.332,150,10.0,5.410,34.850
9099,9307,B,1950-06-17T15:00,66.167,-014.300,150,0.0,6.040,34.430
9099,9307,B,1950-06-17T15:00,66.167,-014.300,150,10.0,6.020,34.430
9099,222,B,1950-06-17T19:00,65.750,-013.617,120,0.0,5.640,34.870
9099,222,B,1950-06-17T19:00,65.750,-013.617,120,10.0,5.620,34.870
9099,221,B,1950-06-17T22:00,65.500,-013.082,200,0.0,5.640,34.670
9099,221,B,1950-06-17T22:00,65.500,-013.082,200,10.0,5.640,34.700
9099,220,B,1950-06-18T02:00,65.500,-012.132,210,0.0,5.050,34.940
9099,216,B,1950-06-18T06:00,65.500,-011.450,240,0.0,4.900,34.870
9099,215,B,1950-06-18T09:00,65.500,-010.632,,0.0,4.540,34.880
9099,215,B,1950-06-18T09:00,65.500,-010.632,,10.0,4.480,34.880
9099,217,B,1950-06-18T14:00,65.817,-011.800,200,0.0,5.070,34.880
9099,217,B,1950-06-18T14:00,65.817,-011.800,200,10.0,5.040,34.880
9099,9296,B,1950-06-18T22:00,66.300,-013.682,210,0.0,6.110,34.850
9099,9296,B,1950-06-18T22:00,66.300,-013.682,210,10.0,5.710,34.880
9099,9310,B,1950-06-19T01:00,66.482,-014.517,120,0.0,7.200,34.220
9099,9310,B,1950-06-19T01:00,66.482,-014.517,120,10.0,6.880,34.540
9099,9301,B,1950-06-19T04:00,66.750,-013.750,190,0.0,6.060,34.970
9099,9301,B,1950-06-19T04:00,66.750,-013.750,190,10.0,6.020,34.970
9099,9314,B,1950-06-19T08:00,67.000,-013.050,,0.0,6.060,34.960
9099,9314,B,1950-06-19T08:00,67.000,-013.050,,10.0,5.800,34.960
9099,239,B,1950-06-19T13:00,67.250,-012.300,,0.0,4.800,34.880
9099,239,B,1950-06-19T13:00,67.250,-012.300,,10.0,4.800,34.880
9099,238,B,1950-06-19T18:00,67.450,-011.700,,0.0,4.400,34.830
9099,238,B,1950-06-19T18:00,67.450,-011.700,,10.0,4.460,34.850
9099,9317,B,1950-06-20T01:00,67.582,-013.782,,0.0,4.000,34.850
9099,9317,B,1950-06-20T01:00,67.582,-013.782,,10.0,4.000,34.850
9099,9319,B,1950-06-20T05:00,67.317,-014.167,,0.0,5.300,34.920
9099,9319,B,1950-06-20T05:00,67.317,-014.167,,10.0,5.190,34.920
9099,9318,B,1950-06-20T08:00,67.050,-014.532,,0.0,6.400,34.960
9099,9318,B,1950-06-20T08:00,67.050,-014.532,,10.0,6.260,34.990
9099,9313,B,1950-06-20T11:00,66.782,-014.917,110,0.0,6.300,34.830
9099,9313,B,1950-06-20T11:00,66.782,-014.917,110,10.0,6.280,34.870
9099,9320,B,1950-06-22T01:00,67.550,-014.650,,0.0,5.200,34.970
9099,9320,B,1950-06-22T01:00,67.550,-014.650,,10.0,5.280,34.970
9099,233,B,1950-06-22T12:00,66.900,-011.767,,0.0,4.790,34.830
9099,233,B,1950-06-22T12:00,66.900,-011.767,,10.0,4.800,34.920
9099,226,B,1950-06-28T09:00,65.917,-013.800,,0.0,5.060,
9099,226,B,1950-06-28T09:00,65.917,-013.800,,10.0,2.980,
9099,223,B,1950-06-28T22:00,65.850,-013.532,290,0.0,5.500,
9099,223,B,1950-06-28T22:00,65.850,-013.532,290,10.0,5.580,
9099,225,B,1950-06-29T13:00,65.882,-013.482,260,0.0,5.600,
9099,225,B,1950-06-29T13:00,65.882,-013.482,260,10.0,5.660,
9099,224,B,1950-06-29T18:00,65.867,-013.582,260,0.0,6.000,
9099,224,B,1950-06-29T18:00,65.867,-013.582,260,10.0,5.560,
9099,9306,B,1950-06-30T08:00,66.117,-014.232,260,0.0,5.600,
9099,9306,B,1950-06-30T08:00,66.117,-014.232,260,10.0,5.570,
9099,9303,B,1950-06-30T20:00,66.050,-014.200,130,0.0,5.840,
9099,9303,B,1950-06-30T20:00,66.050,-014.200,130,10.0,5.830,
9099,227,B,1950-07-01T07:00,65.932,-014.232,110,0.0,5.720,
9099,227,B,1950-07-01T07:00,65.932,-014.232,110,10.0,5.790,
9099,9304,B,1950-07-01T20:00,66.067,-014.200,130,0.0,5.560,
9099,9304,B,1950-07-01T20:00,66.067,-014.200,130,10.0,5.560,
9099,9305,B,1950-07-02T09:00,66.082,-014.182,130,0.0,5.580,
9099,9305,B,1950-07-02T09:00,66.082,-014.182,130,10.0,5.600,
58GS,152,B,1950-07-20T18:00,66.42,-012.63,204,0,6.85,34.914
58GS,152,B,1950-07-20T18:00,66.42,-012.63,204,10,6.73,34.870
58GS,153,B,1950-07-20T20:00,66.37,-013.05,168,0,7.21,34.817
58GS,153,B,1950-07-20T20:00,66.37,-013.05,168,10,7.10,34.791
58GS,154,B,1950-07-20T22:00,66.37,-013.47,180,0,7.22,34.583
58GS,154,B,1950-07-20T22:00,66.37,-013.47,180,10,7.20,34.640
58GS,155,B,1950-07-20T23:00,66.37,-013.88,240,0,7.38,34.380
58GS,155,B,1950-07-20T23:00,66.37,-013.88,240,10,7.32,34.355
58GS,156,B,1950-07-21T01:00,66.37,-014.30,210,0,8.00,33.860
58GS,156,B,1950-07-21T01:00,66.37,-014.30,210,10,7.94,34.000
58GS,157,B,1950-07-21T02:00,66.15,-013.85,225,0,7.90,33.916
58GS,157,B,1950-07-21T02:00,66.15,-013.85,225,10,7.79,34.101
58GS,171,B,1950-07-29T20:00,66.42,-014.48,60,0,6.50,34.574
58GS,171,B,1950-07-29T20:00,66.42,-014.48,60,10,5.83,34.654
58GS,172,B,1950-07-29T22:00,66.58,-014.37,180,0,7.60,34.549
58GS,172,B,1950-07-29T22:00,66.58,-014.37,180,10,7.44,34.569
58GS,173,B,1950-07-29T23:00,66.75,-014.17,240,0,8.08,34.559
58GS,173,B,1950-07-29T23:00,66.75,-014.17,240,10,7.99,34.561
58GS,174,B,1950-07-30T01:00,66.92,-013.98,276,0,7.60,34.720
58GS,174,B,1950-07-30T01:00,66.92,-013.98,276,10,7.48,34.720
58GS,175,B,1950-07-30T06:00,67.80,-013.00,1850,0,6.30,34.830
58GS,175,B,1950-07-30T06:00,67.80,-013.00,1850,10,6.12,34.840
58GS,176,B,1950-07-30T12:00,68.47,-012.08,1800,0,6.30,34.788
58GS,176,B,1950-07-30T12:00,68.47,-012.08,1800,10,6.10,34.770
58GS,177,B,1950-07-30T18:00,69.22,-011.13,1950,0,5.80,34.790
58GS,177,B,1950-07-30T18:00,69.22,-011.13,1950,10,5.58,34.799
58GS,178,B,1950-07-31T00:00,69.95,-010.17,1480,0,6.40,34.851
58GS,178,B,1950-07-31T00:00,69.95,-010.17,1480,10,6.28,34.865
26DA,145,B,1950-08-03T00:00,65.33,-012.20,224,0,7.73,34.70
26DA,145,B,1950-08-03T00:00,65.33,-012.20,224,10,7.52,34.70
26DA,146,B,1950-08-03T00:00,65.33,-013.33,158,0,6.67,34.20
26DA,146,B,1950-08-03T00:00,65.33,-013.33,158,10,6.12,34.65
26DA,144,B,1950-08-03T00:00,65.33,-011.38,360,0,7.27,34.81
26DA,144,B,1950-08-03T00:00,65.33,-011.38,360,10,6.70,34.81
26DA,150,B,1950-08-04T00:00,65.33,-010.00,798,0,8.65,34.79
26DA,150,B,1950-08-04T00:00,65.33,-010.00,798,10,7.72,34.78
58GS,198,B,1950-08-18T18:00,67.63,-011.53,1700,0,8.90,34.762
58GS,198,B,1950-08-18T18:00,67.63,-011.53,1700,10,8.53,34.771
58GS,199,B,1950-08-18T23:00,67.05,-013.00,1550,0,8.70,34.802
58GS,199,B,1950-08-18T23:00,67.05,-013.00,1550,10,8.65,34.808
4699,124,B,1950-08-20T00:00,66.37,-014.37,68,0,8.77,34.23
4699,124,B,1950-08-20T00:00,66.37,-014.37,68,10,8.41,34.27
4699,125,B,1950-08-20T00:00,66.37,-014.02,115,0,8.91,34.15
4699,125,B,1950-08-20T00:00,66.37,-014.02,115,10,8.78,34.13
58GS,200,B,1950-08-20T14:00,66.43,-011.45,1410,0,8.76,34.812
58GS,200,B,1950-08-20T14:00,66.43,-011.45,1410,10,8.35,34.770
58GS,201,B,1950-08-20T16:00,66.58,-011.05,,0,8.30,
58GS,201,B,1950-08-20T16:00,66.58,-011.05,,10,8.28,
58GS,203,B,1950-08-21T00:00,66.85,-010.67,1415,0,8.40,34.778
58GS,203,B,1950-08-21T00:00,66.85,-010.67,1415,10,8.34,34.773
4699,129,B,1950-08-21T00:00,66.73,-014.15,241,0,8.83,34.55
4699,129,B,1950-08-21T00:00,66.73,-014.15,241,10,8.59,34.55
4699,130,B,1950-08-21T00:00,66.58,-014.32,196,0,7.61,34.63
4699,130,B,1950-08-21T00:00,66.58,-014.32,196,10,7.47,34.65
4699,131,B,1950-08-21T00:00,67.08,-013.77,815,0,8.36,34.57
4699,131,B,1950-08-21T00:00,67.08,-013.77,815,10,8.14,34.59
4699,126,B,1950-08-21T00:00,66.37,-012.30,1000,0,8.73,34.57
4699,126,B,1950-08-21T00:00,66.37,-012.30,1000,10,8.54,34.66
4699,127,B,1950-08-21T00:00,66.37,-013.58,270,0,8.82,34.20
4699,127,B,1950-08-21T00:00,66.37,-013.58,270,10,8.75,34.22
4699,128,B,1950-08-21T00:00,66.37,-013.13,350,0,8.73,34.43
4699,128,B,1950-08-21T00:00,66.37,-013.13,350,10,8.67,34.43
9099,9297,B,1950-08-21T11:00,66.367,-013.132,,0.0,8.730,34.430
9099,9297,B,1950-08-21T11:00,66.367,-013.132,,10.0,8.670,34.430
58GS,202,B,1950-08-21T13:00,66.60,-010.65,1480,0,8.58,34.805
58GS,202,B,1950-08-21T13:00,66.60,-010.65,1480,10,8.48,34.792
9099,9298,B,1950-08-21T16:00,66.367,-013.582,270,0.0,8.820,34.200
9099,9298,B,1950-08-21T16:00,66.367,-013.582,270,10.0,8.750,34.220
9099,9315,B,1950-08-21T20:00,67.082,-013.767,810,0.0,8.360,34.570
9099,9315,B,1950-08-21T20:00,67.082,-013.767,810,10.0,8.140,34.590
4699,132,B,1950-08-22T00:00,66.42,-014.48,113,0,7.73,34.46
4699,132,B,1950-08-22T00:00,66.42,-014.48,113,10,7.71,34.46
9099,9302,B,1950-09-19T06:00,66.767,-013.700,160,0.0,7.350,
9099,9308,B,1950-09-21T20:00,66.167,-014.300,90,0.0,6.950,34.690
9099,9308,B,1950-09-21T20:00,66.167,-014.300,90,10.0,6.880,34.760
9099,9295,B,1950-09-22T00:00,66.150,-013.332,,0.0,6.940,
9099,9295,B,1950-09-22T00:00,66.150,-013.332,,10.0,6.940,
9099,235,B,1950-09-22T03:00,66.300,-012.500,250,0.0,7.150,34.830
9099,235,B,1950-09-22T03:00,66.300,-012.500,250,10.0,7.140,34.830
9099,232,B,1950-09-22T09:00,66.467,-011.632,,0.0,7.060,34.780
9099,229,B,1950-09-22T14:00,66.700,-010.832,,0.0,7.460,34.880
58GS,110,B,1950-12-12T00:00,65.83,-011.38,1040,0,2.25,34.86
58GS,110,B,1950-12-12T00:00,65.83,-011.38,1040,10,2.32,34.84
58GS,111,B,1950-12-12T00:00,66.15,-013.25,130,0,3.62,34.91
58GS,111,B,1950-12-12T00:00,66.15,-013.25,130,10,3.64,34.88
9099,250,B,1951-06-11T03:00,66.667,-010.332,,0.0,3.310,
9099,250,B,1951-06-11T03:00,66.667,-010.332,,10.0,3.820,
9099,249,B,1951-06-11T07:00,66.567,-010.832,,0.0,3.110,
9099,249,B,1951-06-11T07:00,66.567,-010.832,,10.0,3.360,
9099,251,B,1951-06-11T13:00,66.467,-011.467,,0.0,3.220,
9099,251,B,1951-06-11T13:00,66.467,-011.467,,10.0,4.270,
9099,9321,B,1951-06-11T20:00,66.000,-013.000,150,0.0,4.860,
9099,9321,B,1951-06-11T20:00,66.000,-013.000,150,10.0,4.730,
9099,9322,B,1951-06-11T23:00,66.000,-013.750,110,0.0,5.010,
9099,9322,B,1951-06-11T23:00,66.000,-013.750,110,10.0,4.950,
9099,248,B,1951-06-12T01:00,65.917,-014.250,140,0.0,5.120,
9099,248,B,1951-06-12T01:00,65.917,-014.250,140,10.0,5.140,
9099,9334,B,1951-06-12T06:00,66.482,-014.250,70,0.0,5.000,
9099,9334,B,1951-06-12T06:00,66.482,-014.250,70,10.0,4.980,
9099,9332,B,1951-06-12T10:00,66.650,-013.682,120,0.0,5.200,
9099,9332,B,1951-06-12T10:00,66.650,-013.682,120,10.0,5.170,
9099,9331,B,1951-06-13T00:00,66.632,-013.250,330,0.0,4.570,
9099,9331,B,1951-06-13T00:00,66.632,-013.250,330,10.0,4.520,
9099,256,B,1951-06-13T03:00,66.950,-012.732,960,0.0,4.000,
9099,256,B,1951-06-13T03:00,66.950,-012.732,960,10.0,4.070,
9099,259,B,1951-06-13T08:00,67.117,-012.250,,0.0,2.780,
9099,259,B,1951-06-13T08:00,67.117,-012.250,,10.0,2.740,
9099,258,B,1951-06-13T10:00,67.300,-011.582,,0.0,3.220,
9099,258,B,1951-06-13T10:00,67.300,-011.582,,10.0,3.160,
9099,247,B,1951-06-15T09:00,65.467,-013.367,70,0.0,3.180,
9099,247,B,1951-06-15T09:00,65.467,-013.367,70,10.0,3.010,
9099,246,B,1951-06-15T13:00,65.467,-012.700,170,0.0,3.600,
9099,246,B,1951-06-15T13:00,65.467,-012.700,170,10.0,3.520,
9099,244,B,1951-06-15T17:00,65.467,-011.967,180,0.0,3.790,
9099,244,B,1951-06-15T17:00,65.467,-011.967,180,10.0,2.700,
9099,243,B,1951-06-15T21:00,65.467,-011.167,500,0.0,4.000,
9099,243,B,1951-06-15T21:00,65.467,-011.167,500,10.0,3.970,
9099,242,B,1951-06-16T01:00,65.467,-010.167,680,0.0,3.980,
9099,242,B,1951-06-16T01:00,65.467,-010.167,680,10.0,4.380,
9099,255,B,1951-06-25T20:00,66.582,-012.350,900,0.0,6.420,
9099,255,B,1951-06-25T20:00,66.582,-012.350,900,10.0,5.720,
9099,254,B,1951-06-26T07:00,66.567,-012.232,900,0.0,6.800,
9099,254,B,1951-06-26T07:00,66.567,-012.232,900,10.0,6.240,
9099,9326,B,1951-06-26T19:00,66.250,-013.500,140,0.0,6.690,
9099,9326,B,1951-06-26T19:00,66.250,-013.500,140,10.0,5.840,
9099,9325,B,1951-06-27T06:00,66.232,-013.417,130,0.0,6.100,
9099,9325,B,1951-06-27T06:00,66.232,-013.417,130,10.0,6.080,
9099,9323,B,1951-06-27T18:00,66.050,-013.550,110,0.0,6.200,
9099,9323,B,1951-06-27T18:00,66.050,-013.550,110,10.0,6.440,
9099,9324,B,1951-06-28T06:00,66.050,-013.567,130,0.0,6.000,
9099,9324,B,1951-06-28T06:00,66.050,-013.567,130,10.0,6.140,
58GS,218,B,1951-07-03T00:00,66.43,-012.00,910,0,6.32,34.67
58GS,218,B,1951-07-03T00:00,66.43,-012.00,910,10,6.06,34.73
58GS,217,B,1951-07-03T00:00,66.45,-010.85,1390,0,5.64,34.78
58GS,217,B,1951-07-03T00:00,66.45,-010.85,1390,10,5.80,34.77
58GS,219,B,1951-07-03T00:00,66.40,-013.17,150,0,6.61,34.63
58GS,219,B,1951-07-03T00:00,66.40,-013.17,150,10,6.53,34.62
58GS,220,B,1951-07-04T00:00,66.38,-014.33,48,0,4.56,34.20
58GS,220,B,1951-07-04T00:00,66.38,-014.33,48,10,2.56,34.50
46FA,8,B,1951-07-06T00:00,66.37,-012.72,210,0,6.92,34.50
46FA,8,B,1951-07-06T00:00,66.37,-012.72,210,10,6.90,34.50
46FA,10,B,1951-07-06T00:00,66.37,-013.58,280,0,7.19,34.51
46FA,10,B,1951-07-06T00:00,66.37,-013.58,280,10,7.13,34.50
46FA,13,B,1951-07-06T00:00,66.37,-014.02,119,0,6.91,34.46
46FA,13,B,1951-07-06T00:00,66.37,-014.02,119,10,6.92,34.49
46FA,11,B,1951-07-06T00:00,66.37,-013.15,290,0,7.16,34.49
46FA,11,B,1951-07-06T00:00,66.37,-013.15,290,10,7.09,34.49
46FA,9,B,1951-07-06T00:00,66.37,-012.07,,0,6.81,34.67
46FA,9,B,1951-07-06T00:00,66.37,-012.07,,10,6.94,34.69
46FA,12,B,1951-07-06T00:00,66.37,-014.45,60,0,6.51,34.00
46FA,12,B,1951-07-06T00:00,66.37,-014.45,60,10,6.47,34.08
46FA,21,B,1951-07-07T00:00,66.37,-010.80,,0,6.50,34.80
46FA,21,B,1951-07-07T00:00,66.37,-010.80,,10,6.50,34.80
46FA,22,B,1951-07-07T00:00,66.37,-011.43,,0,6.15,
46FA,22,B,1951-07-07T00:00,66.37,-011.43,,10,6.14,
46FA,34,B,1951-07-09T00:00,65.52,-011.78,,0,7.35,34.64
46FA,34,B,1951-07-09T00:00,65.52,-011.78,,10,7.28,34.62
46FA,35,B,1951-07-09T00:00,65.52,-012.58,,0,8.31,33.59
46FA,35,B,1951-07-09T00:00,65.52,-012.58,,10,7.44,33.96
46FA,33,B,1951-07-09T00:00,65.28,-011.20,,0,6.81,34.91
46FA,33,B,1951-07-09T00:00,65.28,-011.20,,10,6.74,34.86
46FA,36,B,1951-07-09T00:00,65.52,-012.98,,0,8.42,33.24
46FA,36,B,1951-07-09T00:00,65.52,-012.98,,10,6.67,34.22
46FA,32,B,1951-07-09T00:00,65.07,-010.63,,0,8.73,35.19
46FA,32,B,1951-07-09T00:00,65.07,-010.63,,10,8.58,35.15
46FA,37,B,1951-07-10T00:00,65.52,-013.38,,0,8.60,33.45
46FA,37,B,1951-07-10T00:00,65.52,-013.38,,10,7.60,33.63
46FA,40,B,1951-07-11T00:00,66.88,-014.10,,0,8.77,34.40
46FA,40,B,1951-07-11T00:00,66.88,-014.10,,10,8.38,34.54
46FA,44,B,1951-07-11T00:00,67.03,-014.27,,0,8.50,34.19
46FA,44,B,1951-07-11T00:00,67.03,-014.27,,10,8.28,34.46
46FA,38,B,1951-07-11T00:00,66.65,-014.72,,0,8.31,33.66
46FA,38,B,1951-07-11T00:00,66.65,-014.72,,10,8.06,34.05
46FA,39,B,1951-07-11T00:00,66.77,-014.42,,0,8.71,34.00
46FA,39,B,1951-07-11T00:00,66.77,-014.42,,10,7.93,34.40
46FA,45,B,1951-07-11T00:00,67.18,-014.45,,0,10.68,34.42
46FA,45,B,1951-07-11T00:00,67.18,-014.45,,10,8.42,34.40
46FA,48,B,1951-07-11T00:00,67.85,-014.33,,0,7.25,34.78
46FA,48,B,1951-07-11T00:00,67.85,-014.33,,10,6.52,34.78
46FA,47,B,1951-07-11T00:00,67.48,-014.82,,0,8.25,34.60
46FA,47,B,1951-07-11T00:00,67.48,-014.82,,10,8.10,34.59
46FA,46,B,1951-07-11T00:00,67.33,-014.63,,0,9.42,34.45
46FA,46,B,1951-07-11T00:00,67.33,-014.63,,10,8.06,34.58
46FA,56,B,1951-07-12T00:00,68.08,-013.67,,0,7.06,34.82
46FA,56,B,1951-07-12T00:00,68.08,-013.67,,10,6.74,34.82
46FA,55,B,1951-07-12T00:00,68.40,-012.65,,0,6.33,34.84
46FA,55,B,1951-07-12T00:00,68.40,-012.65,,10,6.10,34.86
46FA,54,B,1951-07-12T00:00,68.83,-011.27,,0,5.99,34.85
46FA,54,B,1951-07-12T00:00,68.83,-011.27,,10,5.90,34.94
46FA,73,B,1951-07-16T00:00,67.25,-010.70,,0,7.51,34.78
46FA,73,B,1951-07-16T00:00,67.25,-010.70,,10,7.42,34.77
46MJ,107,B,1951-07-16T00:00,66.37,-012.57,576,0,8.30,34.65
46MJ,107,B,1951-07-16T00:00,66.37,-012.57,576,10,7.41,34.76
46FA,71,B,1951-07-16T00:00,66.67,-012.78,,0,8.89,
46FA,71,B,1951-07-16T00:00,66.67,-012.78,,10,8.75,
46FA,72,B,1951-07-16T00:00,66.67,-013.20,,0,9.00,
46FA,72,B,1951-07-16T00:00,66.67,-013.20,,10,8.89,
46FA,70,B,1951-07-16T00:00,66.67,-012.15,,0,8.25,34.59
46FA,70,B,1951-07-16T00:00,66.67,-012.15,,10,8.12,34.57
46FA,74,B,1951-07-17T00:00,66.67,-013.88,,0,8.95,
46FA,74,B,1951-07-17T00:00,66.67,-013.88,,10,7.96,
46FA,75,B,1951-07-17T00:00,66.67,-014.37,,0,8.71,
46FA,75,B,1951-07-17T00:00,66.67,-014.37,,10,8.68,
46MJ,133,B,1951-07-30T00:00,66.37,-013.58,,0,8.07,34.61
46MJ,133,B,1951-07-30T00:00,66.37,-013.58,,10,7.90,34.60
46MJ,134,B,1951-07-30T00:00,66.37,-013.13,205,0,8.87,34.43
46MJ,134,B,1951-07-30T00:00,66.37,-013.13,205,10,7.84,34.43
