Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu]
58HE,799,B,1898-05-16T12:00,67.08,-011.23,,0,-0.50,34.337
2699,3,B,1898-05-17T11:30,65.42,-012.17,,0,1.50,34.594
58HE,800,B,1898-05-17T12:00,67.52,-011.37,,0,-0.50,34.579
58HE,801,B,1898-05-18T00:00,67.50,-011.43,,0,-0.50,34.579
58HE,802,B,1898-05-19T12:00,67.43,-010.78,,0,-1.60,34.498
58HE,803,B,1898-05-20T12:00,67.50,-010.13,,0,-0.20,34.579
581D,676,B,1898-06-30T08:00,68.27,-012.85,,0,4.50,34.328
58WE,1102,B,1898-07-17T00:00,66.33,-014.37,,0,7.20,34.287
58WE,1103,B,1898-07-17T02:30,66.17,-013.95,,0,6.70,34.287
58WE,1104,B,1898-07-17T09:15,66.08,-012.93,,0,6.00,34.156
58WE,1105,B,1898-07-17T12:00,65.67,-012.37,,0,5.80,34.156
58WE,1106,B,1898-07-17T15:00,65.55,-012.00,,0,6.00,34.407
58WE,1107,B,1898-07-17T17:30,65.42,-011.52,,0,6.10,34.407
58WE,1108,B,1898-07-17T20:00,65.28,-011.00,,0,5.50,34.407
58WE,1109,B,1898-07-17T23:15,65.13,-010.53,,0,6.10,34.659
581A,634,B,1898-07-24T08:00,66.17,-013.67,,0,7.00,34.217
581A,640,B,1898-08-13T08:00,65.42,-011.83,,0,8.00,34.308
26TY,308,B,1898-08-21T22:45,66.38,-014.47,,0,7.60,33.966
26TY,309,B,1898-08-22T01:00,66.15,-014.52,,0,7.70,34.046
581A,644,B,1898-09-15T08:00,65.20,-012.00,,0,6.00,34.086
26TY,7,B,1899-03-11T08:00,65.00,-013.00,,0,2.10,34.842
26TY,8,B,1899-03-12T14:00,65.28,-013.50,,0,0.78,34.630
26TY,9,B,1899-03-13T08:00,65.52,-013.55,,0,0.48,34.630
26TY,10,B,1899-03-13T11:00,65.80,-014.25,,0,0.65,34.690
26TY,11,B,1899-03-15T12:00,66.38,-014.47,,0,0.38,34.670
581C,18,B,1899-05-25T03:00,65.53,-013.53,,0,1.69,34.409
581C,19,B,1899-05-25T12:00,66.38,-014.47,,0,1.18,34.701
773A,56,B,1899-06-07T20:00,68.00,-010.58,,0,0.50,34.553
773A,57,B,1899-06-08T00:00,68.12,-010.87,,0,0.30,34.553
773A,58,B,1899-06-08T04:00,68.30,-011.05,,0,0.10,34.553
773A,59,B,1899-06-08T08:00,68.48,-011.57,,0,0.30,34.603
773A,60,B,1899-06-08T12:00,68.73,-012.33,,0,0.10,34.733
773A,61,B,1899-06-08T16:00,69.03,-012.75,,0,-0.10,34.733
773A,62,B,1899-06-08T20:00,69.25,-012.67,,0,-0.30,34.713
773A,63,B,1899-06-09T00:00,69.37,-012.47,,0,-0.40,34.713
773A,64,B,1899-06-09T04:00,69.48,-012.22,,0,-0.10,34.733
773A,65,B,1899-06-09T08:00,69.58,-012.17,,0,0.00,34.733
773A,66,B,1899-06-09T12:00,69.77,-012.28,,0,0.00,34.733
773A,67,B,1899-06-09T16:00,69.98,-012.45,,0,0.10,34.763
773A,278,B,1899-09-02T12:00,69.98,-012.22,,0,6.20,34.313
773A,279,B,1899-09-02T16:00,69.62,-011.83,,0,6.10,34.563
773A,280,B,1899-09-02T20:00,69.23,-011.40,,0,6.10,34.603
773A,281,B,1899-09-03T00:00,69.00,-010.53,,0,5.90,34.563
58MS,440,B,1900-07-28T19:00,65.02,-010.48,,0,10.00,35.000
58MS,441,B,1900-07-28T21:30,65.32,-011.40,,0,7.70,34.590
58MS,442,B,1900-07-28T22:00,65.37,-011.58,,0,8.00,34.660
58MS,443,B,1900-07-28T23:00,65.48,-011.97,,0,8.20,34.640
58MS,444,B,1900-07-29T00:00,65.48,-011.97,,0,8.20,34.640
58MS,445,B,1900-07-29T01:00,65.67,-012.40,,0,8.50,34.280
58MS,446,B,1900-07-29T02:00,65.73,-012.47,,0,8.80,34.100
58MS,447,B,1900-07-29T03:00,65.82,-012.53,,0,8.20,34.230
58MS,448,B,1900-07-29T04:00,65.88,-012.60,,0,8.30,34.070
58MS,449,B,1900-07-29T05:00,65.97,-012.67,,0,8.20,34.170
58MS,450,B,1900-07-29T06:00,66.03,-012.73,,0,7.70,34.330
58MS,451,B,1900-07-29T07:00,66.12,-012.80,,0,8.00,34.340
58MS,452,B,1900-07-29T08:00,66.18,-012.87,,0,8.20,34.200
58MS,453,B,1900-07-29T09:00,66.27,-012.93,,0,8.20,34.200
58MS,454,B,1900-07-29T10:00,66.33,-013.00,,0,8.50,34.170
58MS,455,B,1900-07-29T12:00,66.47,-013.13,,0,8.55,34.100
58MS,456,B,1900-07-29T13:00,66.50,-013.42,,0,8.50,34.070
58MS,457,B,1900-07-29T15:00,66.55,-014.00,,0,8.25,34.320
58MS,458,B,1900-07-29T17:00,66.60,-014.57,,0,8.00,34.100
58MS,459,B,1900-07-29T18:00,66.63,-014.87,,0,7.70,34.100
58MS,529,B,1900-08-05T21:00,67.33,-014.75,,0,7.70,33.840
58MS,530,B,1900-08-05T22:00,67.47,-014.50,,0,7.50,34.040
58MS,531,B,1900-08-06T00:00,67.50,-014.42,,0,7.40,33.980
58MS,532,B,1900-08-06T01:00,67.63,-014.22,,0,7.40,34.030
58MS,533,B,1900-08-06T02:00,67.75,-014.03,,0,7.00,34.270
58MS,534,B,1900-08-06T03:00,67.88,-013.83,,0,6.30,34.390
58MS,535,B,1900-08-06T04:00,68.00,-013.63,,0,6.10,34.420
58MS,536,B,1900-08-06T06:00,68.18,-013.43,,0,5.90,34.360
58MS,537,B,1900-08-06T07:00,68.27,-013.33,,0,5.50,34.250
58MS,538,B,1900-08-06T08:00,68.35,-013.23,,0,5.30,34.080
58MS,539,B,1900-08-06T09:00,68.43,-013.13,,0,4.45,34.300
58MS,540,B,1900-08-06T10:00,68.52,-013.03,,0,5.50,34.330
58MS,541,B,1900-08-06T12:00,68.70,-012.83,,0,5.50,34.450
58MS,542,B,1900-08-06T14:00,68.88,-012.50,,0,5.80,34.520
58MS,543,B,1900-08-06T16:00,69.07,-012.17,,0,5.80,34.360
58MS,15,B,1900-08-06T17:00,69.15,-012.00,1618,0,5.7,34.24
58MS,15,B,1900-08-06T17:00,69.15,-012.00,1618,10,5.70,34.20
58MS,544,B,1900-08-06T17:15,69.15,-012.00,,0,5.70,34.240
58MS,545,B,1900-08-06T19:30,69.15,-012.00,,0,5.70,34.240
58MS,14,B,1900-08-06T22:00,67.47,-014.50,,0,7.5,34.04
58MS,14,B,1900-08-06T22:00,67.47,-014.50,,10,7.12,33.98
58MS,546,B,1900-08-06T22:00,69.38,-011.87,,0,4.90,34.320
58MS,547,B,1900-08-06T23:00,69.52,-011.80,,0,4.90,34.450
58MS,548,B,1900-08-07T00:00,69.63,-011.72,,0,5.50,34.570
58MS,549,B,1900-08-07T01:00,69.75,-011.65,,0,5.50,34.200
58MS,550,B,1900-08-07T02:00,69.87,-011.58,,0,4.70,34.170
58MS,551,B,1900-08-07T03:00,69.98,-011.52,,0,5.40,34.220
581K,1883,B,1901-04-24T08:00,67.82,-010.23,,0,9.99,34.670
581K,1891,B,1901-04-28T16:00,67.03,-010.40,,0,1.60,34.670
581K,1892,B,1901-04-29T08:00,67.03,-011.77,,0,0.60,34.160
581K,1893,B,1901-04-29T20:00,67.05,-011.33,,0,1.00,34.590
581K,1894,B,1901-04-30T08:00,67.20,-010.50,,0,0.80,34.500
581K,1895,B,1901-04-30T16:00,67.57,-010.25,,0,0.50,34.850
581K,1896,B,1901-05-02T16:00,67.57,-010.42,,0,0.50,34.660
581K,1898,B,1901-05-05T16:00,67.22,-010.45,,0,1.20,34.510
581K,1899,B,1901-05-06T08:00,67.27,-010.00,,0,1.20,34.530
581K,1900,B,1901-05-06T20:00,67.28,-010.67,,0,1.00,34.460
581K,1901,B,1901-05-07T08:00,67.12,-011.65,,0,1.50,34.820
581K,1903,B,1901-05-10T08:00,67.27,-011.48,,0,1.50,34.340
581H,1778,B,1901-05-11T01:00,68.37,-010.25,,0,-0.70,34.720
581H,1779,B,1901-05-11T08:00,68.15,-010.67,,0,-0.70,34.680
581K,1904,B,1901-05-11T08:00,67.30,-010.55,,0,1.40,34.460
58HE,105,B,1901-05-14T21:00,67.33,-011.17,,0,0.2,34.45
58HE,105,B,1901-05-14T21:00,67.33,-011.17,,10,-0.03,34.44
5801,1477,B,1901-05-14T22:00,67.33,-011.17,,0,0.20,34.450
581U,2002,B,1901-05-16T16:30,66.67,-010.32,,0,1.00,34.340
581U,2003,B,1901-05-17T22:00,67.32,-011.27,,0,0.50,34.310
581H,1783,B,1901-05-18T04:00,66.78,-010.17,,0,1.50,34.510
581H,1784,B,1901-05-18T12:00,66.80,-010.90,,0,0.70,34.300
581H,1785,B,1901-05-18T18:00,66.97,-011.65,,0,0.70,34.300
581H,1786,B,1901-05-19T00:00,66.48,-012.40,,0,1.00,34.420
581H,1787,B,1901-05-19T16:00,66.48,-012.75,,0,1.50,34.320
581H,1788,B,1901-05-19T20:00,66.65,-013.92,,0,1.70,34.290
581K,1919,B,1901-05-20T00:00,68.20,-010.32,,0,0.20,34.600
581H,1789,B,1901-05-20T02:00,66.93,-014.10,,0,0.70,34.210
581H,1790,B,1901-05-20T08:00,67.03,-014.87,,0,0.50,34.140
581K,1920,B,1901-05-20T08:00,68.00,-011.30,,0,0.20,34.600
581K,1921,B,1901-05-20T20:00,67.97,-012.27,,0,0.30,34.610
581U,2004,B,1901-05-21T11:00,67.87,-010.90,,0,9.99,34.600
581K,1922,B,1901-05-21T20:00,68.02,-012.67,,0,1.00,34.720
581K,1923,B,1901-05-22T12:00,68.07,-012.03,,0,1.10,34.420
581K,1924,B,1901-05-22T20:00,68.07,-012.23,,0,0.90,34.560
581K,1925,B,1901-05-23T12:00,67.83,-012.55,,0,1.80,34.540
581K,1926,B,1901-05-24T16:00,67.70,-012.00,,0,2.10,34.370
581K,1927,B,1901-05-25T08:00,67.65,-012.27,,0,2.00,34.460
581K,1928,B,1901-05-26T16:00,67.00,-012.20,,0,2.40,34.140
581K,1929,B,1901-05-28T08:00,66.80,-011.75,,0,2.90,34.350
581K,1930,B,1901-05-28T20:00,66.88,-011.92,,0,2.80,34.150
581K,1931,B,1901-05-29T20:00,67.10,-012.40,,0,3.00,34.280
581K,1932,B,1901-05-30T20:00,67.20,-012.67,,0,3.20,34.390
581K,1933,B,1901-05-31T08:00,67.27,-012.67,,0,2.20,34.440
581K,1934,B,1901-05-31T20:00,67.30,-012.85,,0,2.00,34.510
581K,1935,B,1901-06-01T08:00,67.20,-012.87,,0,2.00,34.500
581K,1936,B,1901-06-02T08:00,67.37,-011.97,,0,1.70,34.410
581K,1937,B,1901-06-02T20:00,67.03,-011.58,,0,2.30,34.350
581K,1938,B,1901-06-03T16:00,67.05,-012.20,,0,9.99,34.320
581K,1939,B,1901-06-04T08:00,67.17,-010.80,,0,0.50,34.350
581K,1940,B,1901-06-04T20:00,67.27,-010.20,,0,0.70,34.350
581K,1941,B,1901-06-05T08:00,67.17,-011.05,,0,0.80,34.290
581K,1942,B,1901-06-05T20:00,67.43,-011.63,,0,0.90,34.290
581K,1943,B,1901-06-06T08:00,67.28,-010.85,,0,0.70,34.340
581K,1944,B,1901-06-06T20:00,67.22,-010.63,,0,1.20,34.420
581K,1945,B,1901-06-07T08:00,67.07,-010.33,,0,1.50,34.430
581K,1947,B,1901-06-08T20:00,66.92,-011.05,,0,2.30,34.170
581K,1948,B,1901-06-09T08:00,66.85,-011.75,,0,2.50,34.110
581K,1949,B,1901-06-09T20:00,66.85,-011.75,,0,2.90,34.140
581K,1950,B,1901-06-10T16:00,66.32,-011.20,,0,3.50,34.240
581K,1951,B,1901-06-11T00:00,66.05,-010.85,,0,3.80,34.320
581U,2019,B,1901-07-03T23:00,67.80,-012.30,,0,2.00,34.660
581U,2020,B,1901-07-04T09:00,67.83,-012.97,,0,2.00,34.510
581U,2021,B,1901-07-10T23:30,67.67,-011.33,,0,2.80,34.340
77VE,4556,B,1902-04-11T20:00,69.13,-011.75,,0,-2.00,34.910
58HE,4215,B,1902-05-12T09:00,67.13,-010.00,,0,-0.30,34.410
58HE,4216,B,1902-05-12T10:00,67.28,-010.03,,0,-0.30,34.390
58HE,4217,B,1902-05-12T11:00,67.33,-010.05,,0,-0.10,34.450
58HE,4218,B,1902-05-12T12:00,67.33,-010.05,,0,-0.20,34.420
58HE,4219,B,1902-05-12T13:00,67.33,-010.05,,0,-0.20,34.420
58HE,4220,B,1902-05-12T14:00,67.33,-010.17,,0,-0.20,34.570
58HE,4221,B,1902-05-12T15:00,67.32,-010.25,,0,-0.30,34.490
58HE,4222,B,1902-05-12T16:00,67.30,-010.33,,0,-0.30,34.610
58HE,4223,B,1902-05-12T17:00,67.32,-010.42,,0,-0.30,34.530
58HE,4224,B,1902-05-12T18:00,67.32,-010.50,,0,-0.20,34.510
58HE,4225,B,1902-05-12T19:00,67.33,-010.58,,0,-0.50,34.630
58HE,4226,B,1902-05-12T20:00,67.37,-010.70,,0,-0.30,34.670
58HE,4227,B,1902-05-12T21:00,67.30,-010.75,,0,-0.50,34.540
58HE,4228,B,1902-05-12T22:00,67.30,-010.77,,0,-0.30,34.380
58HE,4229,B,1902-05-12T23:00,67.32,-010.83,,0,-0.40,34.430
58HE,4230,B,1902-05-13T00:00,67.30,-010.92,,0,-0.50,34.360
58HE,4231,B,1902-05-13T01:00,67.27,-011.00,,0,-0.20,34.410
58HE,4232,B,1902-05-13T02:00,67.25,-011.27,,0,-0.30,34.410
58HE,4233,B,1902-05-13T04:00,67.23,-011.33,,0,-0.30,34.220
58HE,4234,B,1902-05-13T05:00,67.23,-011.48,,0,-0.40,34.090
58HE,4235,B,1902-05-13T06:00,67.22,-011.63,,0,-0.40,34.470
58HE,4236,B,1902-05-13T07:00,67.20,-011.78,,0,-0.40,34.450
58HE,4237,B,1902-05-13T08:00,67.20,-011.92,,0,-0.30,34.480
58HE,4238,B,1902-05-13T09:00,67.25,-012.18,,0,-0.20,34.490
58HE,128,B,1902-05-13T10:00,67.27,-012.23,,0,-0.2,34.48
58HE,4239,B,1902-05-13T10:00,67.27,-012.23,,0,-0.30,34.510
58HE,4240,B,1902-05-13T11:00,67.27,-012.23,,0,-0.20,34.480
58HE,4241,B,1902-05-13T12:00,67.28,-012.33,,0,-0.20,34.570
58HE,4242,B,1902-05-13T13:00,67.33,-012.30,,0,-0.20,34.590
58HE,4243,B,1902-05-13T14:00,67.37,-012.17,,0,-0.40,34.750
58HE,4244,B,1902-05-13T15:00,67.40,-012.00,,0,-0.40,34.650
58HE,4245,B,1902-05-13T16:00,67.42,-011.75,,0,-0.50,34.640
58HE,4246,B,1902-05-13T17:00,67.47,-011.85,,0,-0.50,34.640
58HE,4247,B,1902-05-13T18:00,67.52,-011.85,,0,-0.50,34.720
58HE,4248,B,1902-05-13T19:00,67.50,-011.97,,0,-0.40,34.740
58HE,4249,B,1902-05-13T20:00,67.58,-012.17,,0,-0.80,34.750
58HE,4250,B,1902-05-13T21:00,67.58,-012.10,,0,-0.90,34.770
58HE,4251,B,1902-05-13T22:00,67.60,-012.10,,0,-0.90,34.770
58HE,4252,B,1902-05-13T23:00,67.60,-011.95,,0,-0.70,34.740
58HE,4253,B,1902-05-14T00:00,67.60,-011.85,,0,-0.80,34.780
58HE,4254,B,1902-05-14T01:00,67.62,-011.77,,0,-0.90,34.750
58HE,4255,B,1902-05-14T02:00,67.62,-011.68,,0,-0.90,34.870
58HE,4256,B,1902-05-14T03:00,67.63,-011.62,,0,-0.90,34.760
58HE,4257,B,1902-05-14T04:00,67.63,-011.50,,0,-0.90,34.760
58HE,4258,B,1902-05-14T05:00,67.63,-011.40,,0,-0.90,34.710
58HE,4259,B,1902-05-14T06:00,67.63,-011.32,,0,-0.70,34.830
58HE,4260,B,1902-05-14T07:00,67.65,-011.27,,0,-0.80,34.790
58HE,4261,B,1902-05-14T08:00,67.65,-011.22,,0,-0.70,34.790
58HE,4262,B,1902-05-14T09:00,67.67,-011.05,,0,-0.70,34.790
58HE,4263,B,1902-05-14T10:00,67.68,-010.87,,0,-0.30,34.810
58HE,4264,B,1902-05-14T11:00,67.70,-010.68,,0,-0.20,34.770
58HE,4265,B,1902-05-14T12:00,67.78,-010.40,,0,-0.10,34.790
58HE,4266,B,1902-05-14T13:00,67.77,-010.33,,0,9.99,34.700
58HE,4267,B,1902-05-14T14:00,67.73,-010.32,,0,0.30,34.640
58HE,4268,B,1902-05-14T15:00,67.70,-010.28,,0,0.40,34.590
58HE,4269,B,1902-05-14T16:00,67.67,-010.27,,0,0.40,34.560
58HE,4270,B,1902-05-14T17:00,67.63,-010.25,,0,0.40,34.500
58HE,129,B,1902-05-14T17:00,67.63,-010.25,,0,0.4,34.50
58HE,4271,B,1902-05-14T18:00,67.60,-010.23,,0,0.30,34.630
58HE,4272,B,1902-05-14T19:10,67.57,-010.22,,0,0.20,34.620
58HE,4273,B,1902-05-14T20:00,67.52,-010.20,,0,0.40,34.450
58HE,4274,B,1902-05-15T00:00,67.50,-010.93,,0,-0.10,34.480
58HE,4275,B,1902-05-15T04:00,67.52,-010.50,,0,9.99,34.440
58HE,4276,B,1902-05-15T06:00,67.52,-010.00,,0,-0.10,34.510
581C,3871,B,1902-05-22T08:00,66.63,-010.13,,0,0.30,34.500
581C,3872,B,1902-05-22T16:00,66.73,-010.25,,0,0.40,34.380
581C,3873,B,1902-05-22T20:00,66.82,-010.38,,0,0.20,34.340
581C,3874,B,1902-05-23T00:00,66.95,-010.65,,0,0.10,34.570
581C,3875,B,1902-05-23T04:00,67.02,-010.82,,0,-0.40,34.660
581C,3876,B,1902-05-23T12:00,67.80,-011.13,,0,-0.10,34.650
77VE,4583,B,1902-05-23T15:00,69.70,-013.68,,0,-1.20,34.630
77VE,4584,B,1902-05-23T18:00,69.40,-014.30,,0,-1.20,34.560
77VE,4585,B,1902-05-23T21:00,69.10,-014.92,,0,-1.20,34.340
581C,3877,B,1902-05-24T08:00,67.75,-011.20,,0,0.10,34.610
581C,3878,B,1902-05-24T20:00,67.52,-011.95,,0,-0.10,34.630
581C,3879,B,1902-05-25T08:00,67.60,-012.58,,0,-0.30,34.630
581C,3880,B,1902-05-25T16:00,67.63,-012.10,,0,-0.20,34.630
581C,3881,B,1902-05-26T08:00,67.45,-011.20,,0,0.30,34.400
581C,3882,B,1902-05-26T20:00,67.72,-011.73,,0,-0.40,34.620
581C,3883,B,1902-05-27T08:00,67.75,-011.48,,0,-0.60,34.680
581C,3884,B,1902-05-27T20:00,67.58,-010.88,,0,0.20,34.430
581C,3885,B,1902-05-28T08:00,67.45,-010.07,,0,0.30,34.470
581C,3891,B,1902-05-31T08:00,67.02,-011.38,,0,-0.10,34.430
581C,3892,B,1902-05-31T20:00,67.35,-012.10,,0,9.99,34.420
581C,3893,B,1902-06-01T08:00,67.60,-011.63,,0,0.10,34.590
581C,3894,B,1902-06-01T20:00,67.80,-011.68,,0,0.10,34.670
581C,3895,B,1902-06-02T08:00,68.17,-012.17,,0,-0.30,34.750
581C,3896,B,1902-06-03T08:00,68.03,-011.92,,0,9.99,34.730
581C,3897,B,1902-06-03T20:00,68.00,-011.43,,0,0.90,34.780
581C,3898,B,1902-06-04T16:00,67.65,-010.17,,0,1.10,34.850
26TH,5975,B,1903-05-24T00:00,65.42,-013.58,,0,1.65,34.560
26TH,1,B,1903-05-24T00:00,65.72,-012.50,210,0,1.40,34.67
26TH,2,B,1903-05-24T00:00,65.95,-011.52,264,0,0.62,34.52
26TH,5976,B,1903-05-24T02:00,65.45,-013.48,,0,1.65,34.650
26TH,5977,B,1903-05-24T04:00,65.47,-013.38,,0,1.70,34.600
26TH,5978,B,1903-05-24T06:00,65.50,-013.28,,0,1.62,34.560
26TH,5979,B,1903-05-24T08:00,65.53,-013.18,,0,1.93,34.600
26TH,5980,B,1903-05-24T10:00,65.55,-013.08,,0,2.16,34.450
26TH,5981,B,1903-05-24T12:00,65.58,-012.97,,0,2.20,34.470
26TH,5982,B,1903-05-24T13:00,65.62,-012.87,,0,1.72,34.560
26TH,5983,B,1903-05-24T14:00,65.63,-012.77,,0,1.98,34.600
26TH,5984,B,1903-05-24T16:00,65.67,-012.67,,0,1.36,34.650
26TH,5985,B,1903-05-24T18:00,65.72,-012.50,,0,1.40,34.670
26TH,5986,B,1903-05-24T20:00,65.83,-012.00,,0,0.71,34.520
26TH,5987,B,1903-05-24T21:30,66.02,-011.33,,0,0.90,34.520
26TH,5988,B,1903-05-24T23:00,66.08,-010.97,,0,0.50,34.420
26TH,3,B,1903-05-25T00:00,66.25,-010.73,,0,0.95,34.66
26TH,4,B,1903-05-25T00:00,66.13,-011.22,890,0,1.01,34.58
26TH,4,B,1903-05-25T00:00,66.13,-011.22,890,10,0.73,
26TH,5989,B,1903-05-25T04:00,66.20,-010.82,,0,0.48,34.690
58MS,54,B,1903-05-28T19:00,68.20,-012.15,,0,0.2,34.72
58MS,54,B,1903-05-28T19:00,68.20,-012.15,,10,-0.28,34.70
58MS,52,B,1903-05-29T11:00,67.47,-010.07,,0,1.1,34.72
58MS,52,B,1903-05-29T11:00,67.47,-010.07,,10,0.46,
58MS,53,B,1903-05-29T22:00,67.40,-011.83,,0,0.9,34.73
