Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu]
58GS,286,B,1993-04-18T05:50,65.8830,9.9635,350,10.0,5.721,34.3328
58GS,287,B,1993-04-18T08:03,65.9242,9.5808,285,3.0,6.081,34.6119
58GS,287,B,1993-04-18T08:03,65.9242,9.5808,285,5.0,6.096,34.6159
58GS,287,B,1993-04-18T08:03,65.9242,9.5808,285,10.0,6.074,34.6098
58GS,288,B,1993-04-18T09:25,65.9667,9.1765,259,3.1,6.094,34.6301
58GS,288,B,1993-04-18T09:25,65.9667,9.1765,259,5.0,6.085,34.6316
58GS,288,B,1993-04-18T09:25,65.9667,9.1765,259,10.0,6.090,34.6352
58GS,289,B,1993-04-18T12:51,66.0510,8.3635,383,2.1,6.569,34.9686
58GS,289,B,1993-04-18T12:51,66.0510,8.3635,383,5.0,6.564,34.9712
58GS,289,B,1993-04-18T12:51,66.0510,8.3635,383,10.0,6.558,34.9714
58JH,291,B,1993-04-18T14:31,65.0325,7.3325,295,3.3,6.937,35.1088
58JH,291,B,1993-04-18T14:31,65.0325,7.3325,295,5.0,6.936,35.1090
58JH,291,B,1993-04-18T14:31,65.0325,7.3325,295,10.0,6.930,35.1115
58GS,290,B,1993-04-18T16:33,66.1258,7.5980,435,1.3,6.658,35.0639
58GS,290,B,1993-04-18T16:33,66.1258,7.5980,435,5.0,6.662,35.0646
58GS,290,B,1993-04-18T16:33,66.1258,7.5980,435,10.0,6.664,35.0633
58JH,292,B,1993-04-18T16:35,65.1485,6.7977,282,3.4,7.081,35.1316
58JH,292,B,1993-04-18T16:35,65.1485,6.7977,282,5.0,7.082,35.1331
58JH,292,B,1993-04-18T16:35,65.1485,6.7977,282,10.0,7.084,35.1329
58JH,293,B,1993-04-18T18:37,65.2505,6.2910,330,4.2,7.284,35.1638
58JH,293,B,1993-04-18T18:37,65.2505,6.2910,330,5.0,7.283,35.1644
58JH,293,B,1993-04-18T18:37,65.2505,6.2910,330,10.0,7.282,35.1640
58JH,294,B,1993-04-18T20:34,65.3623,5.8762,490,5.1,7.241,35.2072
58JH,294,B,1993-04-18T20:34,65.3623,5.8762,490,10.0,7.241,35.2069
58GS,291,B,1993-04-19T07:13,66.2113,6.7982,350,4.2,7.136,35.2083
58GS,291,B,1993-04-19T07:13,66.2113,6.7982,350,5.0,7.134,35.2099
58GS,291,B,1993-04-19T07:13,66.2113,6.7982,350,10.0,7.146,35.2094
58JH,295,B,1993-04-19T07:55,65.9857,7.4835,422,6.3,7.195,35.2129
58JH,295,B,1993-04-19T07:55,65.9857,7.4835,422,10.0,7.196,35.2111
58JH,296,B,1993-04-19T11:35,66.2495,8.2797,340,6.2,6.662,35.0751
58JH,296,B,1993-04-19T11:35,66.2495,8.2797,340,10.0,6.662,35.0754
58GS,292,B,1993-04-19T15:11,66.2537,6.3938,482,3.0,7.185,35.2061
58GS,292,B,1993-04-19T15:11,66.2537,6.3938,482,5.0,7.185,35.2051
58GS,292,B,1993-04-19T15:11,66.2537,6.3938,482,10.0,7.186,35.2059
58JH,297,B,1993-04-19T15:53,66.5023,9.0012,288,4.1,6.230,34.8314
58JH,297,B,1993-04-19T15:53,66.5023,9.0012,288,5.0,6.223,34.8314
58JH,297,B,1993-04-19T15:53,66.5023,9.0012,288,10.0,6.223,34.8311
58JH,298,B,1993-04-19T19:16,66.7080,8.4068,261,5.1,6.651,35.0736
58JH,298,B,1993-04-19T19:16,66.7080,8.4068,261,10.0,6.643,35.0737
58GS,293,B,1993-04-19T19:18,66.3268,5.7502,775,3.3,7.188,35.2150
58GS,293,B,1993-04-19T19:18,66.3268,5.7502,775,5.0,7.189,35.2142
58GS,293,B,1993-04-19T19:18,66.3268,5.7502,775,10.0,7.191,35.2140
58JH,299,B,1993-04-19T21:17,66.8677,7.9218,748,5.2,6.683,35.1141
58JH,299,B,1993-04-19T21:17,66.8677,7.9218,748,10.0,6.685,35.1141
58JH,300,B,1993-04-19T23:02,66.9987,7.5390,1115,3.3,6.752,35.1777
58JH,300,B,1993-04-19T23:02,66.9987,7.5390,1115,5.0,6.750,35.1800
58JH,300,B,1993-04-19T23:02,66.9987,7.5390,1115,10.0,6.754,35.1777
58GS,294,B,1993-04-20T00:48,66.2778,6.0588,629,2.2,7.038,35.2082
58GS,294,B,1993-04-20T00:48,66.2778,6.0588,629,5.0,7.039,35.2057
58GS,294,B,1993-04-20T00:48,66.2778,6.0588,629,10.0,7.048,35.2039
58JH,301,B,1993-04-20T01:44,66.7018,6.9265,750,5.2,6.639,35.1727
58JH,301,B,1993-04-20T01:44,66.7018,6.9265,750,10.0,6.644,35.1718
58JH,302,B,1993-04-20T03:30,66.5493,7.3337,382,3.0,6.804,35.1766
58JH,302,B,1993-04-20T03:30,66.5493,7.3337,382,5.0,6.805,35.1768
58JH,302,B,1993-04-20T03:30,66.5493,7.3337,382,10.0,6.808,35.1778
58JH,303,B,1993-04-20T05:06,66.3822,7.0050,372,3.3,7.235,35.2098
58JH,303,B,1993-04-20T05:06,66.3822,7.0050,372,5.0,7.235,35.2090
58JH,303,B,1993-04-20T05:06,66.3822,7.0050,372,10.0,7.235,35.2097
58GS,295,B,1993-04-20T06:03,66.2905,6.4858,465,3.4,7.122,35.1977
58GS,295,B,1993-04-20T06:03,66.2905,6.4858,465,5.0,7.119,35.1977
58GS,295,B,1993-04-20T06:03,66.2905,6.4858,465,10.0,7.122,35.1976
58GS,296,B,1993-04-20T09:03,66.2913,6.7995,350,2.3,7.137,35.2104
58GS,296,B,1993-04-20T09:03,66.2913,6.7995,350,5.0,7.149,35.2089
58GS,296,B,1993-04-20T09:03,66.2913,6.7995,350,10.0,7.147,35.2073
58JH,304,B,1993-04-20T09:36,66.3858,7.0007,374,4.0,7.201,35.2134
58JH,304,B,1993-04-20T09:36,66.3858,7.0007,374,5.0,7.205,35.2132
58JH,304,B,1993-04-20T09:36,66.3858,7.0007,374,10.0,7.204,35.2128
58GS,297,B,1993-04-20T10:05,66.3647,6.5897,497,1.4,7.105,35.1995
58GS,297,B,1993-04-20T10:05,66.3647,6.5897,497,5.0,7.114,35.1973
58GS,297,B,1993-04-20T10:05,66.3647,6.5897,497,10.0,7.113,35.1980
58JH,305,B,1993-04-20T11:11,66.4657,6.8030,493,4.3,7.192,35.2148
58JH,305,B,1993-04-20T11:11,66.4657,6.8030,493,5.0,7.191,35.2143
58JH,305,B,1993-04-20T11:11,66.4657,6.8030,493,10.0,7.192,35.2141
58GS,298,B,1993-04-20T12:28,66.4423,6.3710,660,3.0,7.203,35.2031
58GS,298,B,1993-04-20T12:28,66.4423,6.3710,660,5.0,7.200,35.2041
58GS,298,B,1993-04-20T12:28,66.4423,6.3710,660,10.0,7.201,35.2038
58JH,306,B,1993-04-20T14:40,66.5353,6.5903,657,4.1,7.205,35.2192
58JH,306,B,1993-04-20T14:40,66.5353,6.5903,657,5.0,7.210,35.2191
58JH,306,B,1993-04-20T14:40,66.5353,6.5903,657,10.0,7.211,35.2189
58JH,307,B,1993-04-20T16:23,66.5983,6.3692,800,3.0,6.756,35.1804
58JH,307,B,1993-04-20T16:23,66.5983,6.3692,800,5.0,6.752,35.1801
58JH,307,B,1993-04-20T16:23,66.5983,6.3692,800,10.0,6.750,35.1807
58GS,299,B,1993-04-20T17:59,66.7993,6.7557,1002,1.4,5.766,35.0805
58GS,299,B,1993-04-20T17:59,66.7993,6.7557,1002,5.0,5.760,35.0872
58GS,299,B,1993-04-20T17:59,66.7993,6.7557,1002,10.0,5.763,35.0871
58JH,308,B,1993-04-20T18:01,66.7012,6.5783,885,3.0,6.528,35.1588
58JH,308,B,1993-04-20T18:01,66.7012,6.5783,885,5.0,6.529,35.1578
58JH,308,B,1993-04-20T18:01,66.7012,6.5783,885,10.0,6.532,35.1589
58GS,300,B,1993-04-20T18:57,66.7453,6.9047,856,3.3,6.524,35.1560
58GS,300,B,1993-04-20T18:57,66.7453,6.9047,856,5.0,6.526,35.1565
58GS,300,B,1993-04-20T18:57,66.7453,6.9047,856,10.0,6.526,35.1561
58JH,309,B,1993-04-20T19:20,66.6328,6.7788,690,2.3,6.764,35.1858
58JH,309,B,1993-04-20T19:20,66.6328,6.7788,690,5.0,6.764,35.1867
58JH,309,B,1993-04-20T19:20,66.6328,6.7788,690,10.0,6.770,35.1879
58GS,301,B,1993-04-20T20:29,66.6935,7.0693,657,3.0,6.730,35.1771
58GS,301,B,1993-04-20T20:29,66.6935,7.0693,657,5.0,6.731,35.1761
58GS,301,B,1993-04-20T20:29,66.6935,7.0693,657,10.0,6.733,35.1771
58GS,302,B,1993-04-20T21:26,66.6427,7.2395,499,2.3,6.705,35.1809
58GS,302,B,1993-04-20T21:26,66.6427,7.2395,499,5.0,6.704,35.1772
58GS,302,B,1993-04-20T21:26,66.6427,7.2395,499,10.0,6.709,35.1795
58JH,310,B,1993-04-20T21:59,66.5720,6.9742,502,3.1,7.184,35.2093
58JH,310,B,1993-04-20T21:59,66.5720,6.9742,502,5.0,7.182,35.2114
58JH,310,B,1993-04-20T21:59,66.5720,6.9742,502,10.0,7.183,35.2112
58JH,311,B,1993-04-20T23:12,66.4855,7.1863,384,5.2,6.935,35.1862
58JH,311,B,1993-04-20T23:12,66.4855,7.1863,384,10.0,6.933,35.1858
58GS,303,B,1993-04-21T00:17,66.5858,7.4042,384,4.0,7.142,35.1989
58GS,303,B,1993-04-21T00:17,66.5858,7.4042,384,5.0,7.141,35.1983
58GS,303,B,1993-04-21T00:17,66.5858,7.4042,384,10.0,7.143,35.1993
58GS,304,B,1993-04-21T02:15,66.7347,7.9465,350,4.2,6.654,35.1021
58GS,304,B,1993-04-21T02:15,66.7347,7.9465,350,5.0,6.655,35.1040
58GS,304,B,1993-04-21T02:15,66.7347,7.9465,350,10.0,6.657,35.1039
58JH,312,B,1993-04-21T03:45,66.6347,7.7468,333,3.2,6.672,35.1309
58JH,312,B,1993-04-21T03:45,66.6347,7.7468,333,5.0,6.672,35.1311
58JH,312,B,1993-04-21T03:45,66.6347,7.7468,333,10.0,6.673,35.1309
58GS,305,B,1993-04-21T05:22,66.7845,7.7802,653,3.1,7.029,35.1959
58GS,305,B,1993-04-21T05:22,66.7845,7.7802,653,5.0,7.030,35.1951
58GS,305,B,1993-04-21T05:22,66.7845,7.7802,653,10.0,7.029,35.1947
58JH,313,B,1993-04-21T06:04,66.7203,7.4710,569,5.4,6.710,35.1842
58JH,313,B,1993-04-21T06:04,66.7203,7.4710,569,10.0,6.711,35.1841
58JH,314,B,1993-04-21T07:30,66.8050,7.2225,845,4.1,6.694,35.1735
58JH,314,B,1993-04-21T07:30,66.8050,7.2225,845,5.0,6.691,35.1750
58JH,314,B,1993-04-21T07:30,66.8050,7.2225,845,10.0,6.696,35.1751
58JH,315,B,1993-04-21T10:45,66.8680,7.0010,1038,5.0,6.502,35.1555
58JH,315,B,1993-04-21T10:45,66.8680,7.0010,1038,10.0,6.503,35.1552
58GS,306,B,1993-04-21T12:15,66.8353,7.6022,840,3.0,6.623,35.1803
58GS,306,B,1993-04-21T12:15,66.8353,7.6022,840,5.0,6.625,35.1783
58GS,306,B,1993-04-21T12:15,66.8353,7.6022,840,10.0,6.624,35.1801
58GS,307,B,1993-04-21T13:20,66.8815,7.4578,970,2.1,6.631,35.1714
58GS,307,B,1993-04-21T13:20,66.8815,7.4578,970,5.0,6.631,35.1722
58GS,307,B,1993-04-21T13:20,66.8815,7.4578,970,10.0,6.632,35.1708
58JH,316,B,1993-04-21T13:46,66.6038,6.3888,803,4.9,7.075,35.1932
58JH,316,B,1993-04-21T13:46,66.6038,6.3888,803,10.0,7.049,35.2051
58GS,308,B,1993-04-21T14:09,66.9432,7.2872,1084,4.1,6.713,35.1795
58GS,308,B,1993-04-21T14:09,66.9432,7.2872,1084,5.0,6.713,35.1791
58GS,308,B,1993-04-21T14:09,66.9432,7.2872,1084,10.0,6.722,35.1817
58GS,309,B,1993-04-21T16:03,66.7973,6.7437,999,3.0,6.023,35.1133
58GS,309,B,1993-04-21T16:03,66.7973,6.7437,999,5.0,6.022,35.1133
58GS,309,B,1993-04-21T16:03,66.7973,6.7437,999,10.0,6.024,35.1166
58JH,317,B,1993-04-21T17:09,66.3960,6.9992,370,3.9,7.160,35.1971
58JH,317,B,1993-04-21T17:09,66.3960,6.9992,370,5.0,7.158,35.1975
58JH,317,B,1993-04-21T17:09,66.3960,6.9992,370,10.0,7.155,35.1958
58GS,310,B,1993-04-21T18:21,66.7460,6.9065,855,4.0,6.631,35.1671
58GS,310,B,1993-04-21T18:21,66.7460,6.9065,855,5.0,6.630,35.1654
58GS,310,B,1993-04-21T18:21,66.7460,6.9065,855,10.0,6.611,35.1634
58JH,318,B,1993-04-21T18:22,66.4748,7.1727,380,3.4,7.033,35.1928
58JH,318,B,1993-04-21T18:22,66.4748,7.1727,380,5.0,7.034,35.1943
58JH,318,B,1993-04-21T18:22,66.4748,7.1727,380,10.0,7.037,35.1942
58GS,311,B,1993-04-21T19:20,66.6932,7.0738,512,4.0,7.143,35.1990
58GS,311,B,1993-04-21T19:20,66.6932,7.0738,512,5.0,7.143,35.1996
58GS,311,B,1993-04-21T19:20,66.6932,7.0738,512,10.0,7.144,35.1994
58GS,312,B,1993-04-21T20:16,66.6405,7.2325,490,1.4,7.130,35.2103
58GS,312,B,1993-04-21T20:16,66.6405,7.2325,490,5.0,7.128,35.2094
58GS,312,B,1993-04-21T20:16,66.6405,7.2325,490,10.0,7.129,35.2092
58JH,319,B,1993-04-21T20:29,66.6947,6.5853,872,4.1,6.920,35.1889
58JH,319,B,1993-04-21T20:29,66.6947,6.5853,872,5.0,6.920,35.1873
58JH,319,B,1993-04-21T20:29,66.6947,6.5853,872,10.0,6.919,35.1891
58GS,313,B,1993-04-21T21:15,66.5860,7.3990,380,2.5,7.061,35.2010
58GS,313,B,1993-04-21T21:15,66.5860,7.3990,380,5.0,7.058,35.1995
58GS,313,B,1993-04-21T21:15,66.5860,7.3990,380,10.0,7.061,35.1994
58JH,320,B,1993-04-21T22:22,66.8667,6.9928,1039,3.2,6.450,35.1496
58JH,320,B,1993-04-21T22:22,66.8667,6.9928,1039,5.0,6.448,35.1508
58JH,320,B,1993-04-21T22:22,66.8667,6.9928,1039,10.0,6.450,35.1506
58JH,321,B,1993-04-22T02:36,66.6368,7.7223,339,4.2,6.621,35.1037
58JH,321,B,1993-04-22T02:36,66.6368,7.7223,339,5.0,6.618,35.1042
58JH,321,B,1993-04-22T02:36,66.6368,7.7223,339,10.0,6.624,35.1033
58JH,322,B,1993-04-22T05:00,66.8233,7.7468,775,5.1,7.011,35.2056
58JH,322,B,1993-04-22T05:00,66.8233,7.7468,775,10.0,7.015,35.2057
58GS,314,B,1993-04-22T08:00,67.0320,7.7490,1009,1.4,6.607,35.1653
58GS,314,B,1993-04-22T08:00,67.0320,7.7490,1009,5.0,6.605,35.1655
58GS,314,B,1993-04-22T08:00,67.0320,7.7490,1009,10.0,6.606,35.1675
58JH,323,B,1993-04-22T09:38,66.7675,8.3055,262,6.0,6.565,35.0388
58JH,323,B,1993-04-22T09:38,66.7675,8.3055,262,10.0,6.561,35.0375
58JH,324,B,1993-04-22T11:26,66.6987,8.9242,290,4.0,6.573,35.0561
58JH,324,B,1993-04-22T11:26,66.6987,8.9242,290,5.0,6.575,35.0569
58JH,324,B,1993-04-22T11:26,66.6987,8.9242,290,10.0,6.571,35.0562
58JH,325,B,1993-04-22T13:04,66.6347,9.5487,280,4.0,6.355,34.9614
58JH,325,B,1993-04-22T13:04,66.6347,9.5487,280,5.0,6.354,34.9619
58JH,325,B,1993-04-22T13:04,66.6347,9.5487,280,10.0,6.356,34.9629
58GS,315,B,1993-04-22T14:40,66.7078,8.9118,294,2.1,6.612,35.0594
58GS,315,B,1993-04-22T14:40,66.7078,8.9118,294,5.0,6.607,35.0620
58GS,315,B,1993-04-22T14:40,66.7078,8.9118,294,10.0,6.610,35.0641
58GS,316,B,1993-04-22T18:43,66.6313,9.5458,290,1.3,6.326,34.9410
58GS,316,B,1993-04-22T18:43,66.6313,9.5458,290,5.0,6.330,34.9484
58GS,316,B,1993-04-22T18:43,66.6313,9.5458,290,10.0,6.341,34.9480
58GS,328,B,1993-05-21T07:21,65.0467,6.3580,401,0.0,9.026,35.0938
58GS,328,B,1993-05-21T07:21,65.0467,6.3580,401,5.0,9.066,35.0886
58GS,328,B,1993-05-21T07:21,65.0467,6.3580,401,10.0,8.946,35.0966
58GS,329,B,1993-05-21T10:17,65.3522,6.2652,373,0.0,8.811,35.0603
58GS,329,B,1993-05-21T10:17,65.3522,6.2652,373,5.0,8.800,35.0582
58GS,329,B,1993-05-21T10:17,65.3522,6.2652,373,10.0,8.749,35.0525
58GS,330,B,1993-05-21T14:00,65.1687,6.9143,265,0.0,8.713,35.0328
58GS,330,B,1993-05-21T14:00,65.1687,6.9143,265,5.0,8.706,35.0309
58GS,330,B,1993-05-21T14:00,65.1687,6.9143,265,10.0,8.714,35.0312
58GS,345,B,1993-05-23T05:20,65.5210,9.7957,358,0.0,8.246,34.4601
58GS,345,B,1993-05-23T05:20,65.5210,9.7957,358,5.0,8.245,34.4598
58GS,345,B,1993-05-23T05:20,65.5210,9.7957,358,10.0,8.243,34.4593
58GS,346,B,1993-05-23T08:19,65.6138,9.4683,436,0.0,8.287,34.6129
58GS,346,B,1993-05-23T08:19,65.6138,9.4683,436,5.0,8.289,34.6095
58GS,346,B,1993-05-23T08:19,65.6138,9.4683,436,10.0,8.299,34.6165
58GS,347,B,1993-05-23T11:09,65.7988,8.7683,420,0.0,8.363,34.1425
58GS,347,B,1993-05-23T11:09,65.7988,8.7683,420,5.0,8.364,34.1413
58GS,347,B,1993-05-23T11:09,65.7988,8.7683,420,10.0,8.361,34.1418
58GS,348,B,1993-05-23T14:46,65.9830,8.1818,384,0.0,8.023,34.7286
58GS,348,B,1993-05-23T14:46,65.9830,8.1818,384,5.0,8.022,34.7282
58GS,348,B,1993-05-23T14:46,65.9830,8.1818,384,10.0,8.017,34.7275
58GS,349,B,1993-05-23T17:35,66.1585,7.4130,397,0.0,8.463,35.1776
58GS,349,B,1993-05-23T17:35,66.1585,7.4130,397,5.0,8.464,35.1806
58GS,349,B,1993-05-23T17:35,66.1585,7.4130,397,10.0,8.466,35.1804
58GS,350,B,1993-05-23T21:56,66.3305,6.6713,375,0.0,8.483,35.1779
58GS,350,B,1993-05-23T21:56,66.3305,6.6713,375,5.0,8.483,35.1765
58GS,350,B,1993-05-23T21:56,66.3305,6.6713,375,10.0,8.489,35.1776
58GS,351,B,1993-05-24T00:32,66.5170,6.0645,829,0.0,8.367,35.1927
58GS,351,B,1993-05-24T00:32,66.5170,6.0645,829,5.0,8.366,35.1912
58GS,351,B,1993-05-24T00:32,66.5170,6.0645,829,10.0,8.369,35.1911
58GS,352,B,1993-05-24T04:33,66.6922,5.3770,1140,0.0,8.075,35.2138
58GS,352,B,1993-05-24T04:33,66.6922,5.3770,1140,5.0,8.080,35.2117
58GS,352,B,1993-05-24T04:33,66.6922,5.3770,1140,10.0,8.084,35.2106
58GS,353,B,1993-05-24T07:40,66.7545,6.1650,1058,0.0,8.073,35.1836
58GS,353,B,1993-05-24T07:40,66.7545,6.1650,1058,5.0,8.076,35.1996
58GS,353,B,1993-05-24T07:40,66.7545,6.1650,1058,10.0,8.075,35.2014
58GS,354,B,1993-05-24T11:54,66.8292,6.9753,995,0.0,7.944,35.1789
58GS,354,B,1993-05-24T11:54,66.8292,6.9753,995,5.0,7.937,35.1781
58GS,354,B,1993-05-24T11:54,66.8292,6.9753,995,10.0,7.941,35.1781
58GS,355,B,1993-05-24T14:43,66.8813,7.7377,895,0.0,8.076,35.2203
58GS,355,B,1993-05-24T14:43,66.8813,7.7377,895,5.0,8.077,35.2190
58GS,355,B,1993-05-24T14:43,66.8813,7.7377,895,10.0,8.081,35.2190
58GS,356,B,1993-05-24T18:50,66.9587,8.5297,305,0.0,7.654,34.8129
58GS,356,B,1993-05-24T18:50,66.9587,8.5297,305,5.0,7.659,34.8108
58GS,356,B,1993-05-24T18:50,66.9587,8.5297,305,10.0,7.651,34.8088
58GS,357,B,1993-05-24T21:41,67.0202,9.3200,387,0.0,7.564,34.8772
58GS,357,B,1993-05-24T21:41,67.0202,9.3200,387,5.0,7.585,34.8666
58GS,357,B,1993-05-24T21:41,67.0202,9.3200,387,10.0,7.586,34.8631
58SD,8,B,1993-06-05T09:19,69.8682,9.4867,2933,2,6.03,
58SD,8,B,1993-06-05T09:19,69.8682,9.4867,2933,3,6.03,
58SD,8,B,1993-06-05T09:19,69.8682,9.4867,2933,8,6.03,
58SD,8,B,1993-06-05T09:19,69.8682,9.4867,2933,10,6.03,
58GS,799,B,1993-08-03T04:35,68.4448,5.1003,2220,0.0,11.259,35.0115
58GS,799,B,1993-08-03T04:35,68.4448,5.1003,2220,5.0,11.260,35.0103
58GS,799,B,1993-08-03T04:35,68.4448,5.1003,2220,10.0,11.260,35.0100
58GS,800,B,1993-08-03T11:37,68.5037,7.4068,2770,0.0,11.358,35.0971
58GS,800,B,1993-08-03T11:37,68.5037,7.4068,2770,5.0,11.357,35.0948
58GS,800,B,1993-08-03T11:37,68.5037,7.4068,2770,10.0,11.347,35.0951
58GS,801,B,1993-08-04T00:32,69.0298,9.6168,3000,0.0,12.127,34.6851
58GS,801,B,1993-08-04T00:32,69.0298,9.6168,3000,5.0,12.127,34.6848
58GS,801,B,1993-08-04T00:32,69.0298,9.6168,3000,10.0,12.074,34.6911
58GS,802,B,1993-08-04T01:40,68.9983,9.6427,3000,0.0,12.398,34.6704
58GS,802,B,1993-08-04T01:40,68.9983,9.6427,3000,5.0,12.376,34.6712
58GS,802,B,1993-08-04T01:40,68.9983,9.6427,3000,10.0,12.226,34.6898
58GS,804,B,1993-08-04T17:21,69.8157,7.9965,3070,0.0,10.806,35.0685
58GS,804,B,1993-08-04T17:21,69.8157,7.9965,3070,5.0,10.804,35.0681
58GS,804,B,1993-08-04T17:21,69.8157,7.9965,3070,10.0,10.799,35.0696
58GS,810,B,1993-08-06T04:21,69.9477,9.5850,2910,0.0,11.105,35.0028
58GS,810,B,1993-08-06T04:21,69.9477,9.5850,2910,5.0,11.105,35.0045
58GS,810,B,1993-08-06T04:21,69.9477,9.5850,2910,10.0,11.105,35.0053
58GS,831,B,1993-08-10T04:43,67.5390,9.8743,255,0.0,13.405,34.2896
58GS,831,B,1993-08-10T04:43,67.5390,9.8743,255,5.0,13.406,34.2895
58GS,831,B,1993-08-10T04:43,67.5390,9.8743,255,10.0,13.410,34.2894
58GS,832,B,1993-08-10T08:38,67.5197,8.7007,1332,0.0,12.636,34.8753
58GS,832,B,1993-08-10T08:38,67.5197,8.7007,1332,5.0,12.632,34.8739
58GS,832,B,1993-08-10T08:38,67.5197,8.7007,1332,10.0,12.628,34.8735
58GS,833,B,1993-08-10T09:54,67.5352,8.8148,1330,0.0,12.274,34.8805
58GS,833,B,1993-08-10T09:54,67.5352,8.8148,1330,5.0,11.854,34.8999
58GS,833,B,1993-08-10T09:54,67.5352,8.8148,1330,10.0,11.451,34.8865
58GS,834,B,1993-08-10T17:23,67.5167,7.0412,1260,0.0,12.544,34.9877
58GS,834,B,1993-08-10T17:23,67.5167,7.0412,1260,5.0,12.596,34.9873
58GS,834,B,1993-08-10T17:23,67.5167,7.0412,1260,10.0,12.712,34.9860
58GS,835,B,1993-08-10T21:00,67.5025,5.5155,1430,0.0,12.103,34.9538
58GS,835,B,1993-08-10T21:00,67.5025,5.5155,1430,5.0,12.106,34.9527
58GS,835,B,1993-08-10T21:00,67.5025,5.5155,1430,10.0,12.103,34.9524
58GS,841,B,1993-08-12T11:40,66.4738,5.8745,855,0.0,12.366,34.8065
58GS,841,B,1993-08-12T11:40,66.4738,5.8745,855,5.0,12.368,34.8063
58GS,841,B,1993-08-12T11:40,66.4738,5.8745,855,10.0,12.338,34.8107
58GS,842,B,1993-08-12T12:58,66.4815,5.9650,827,0.0,12.238,34.8199
58GS,842,B,1993-08-12T12:58,66.4815,5.9650,827,5.0,12.238,34.8187
58GS,842,B,1993-08-12T12:58,66.4815,5.9650,827,10.0,12.242,34.8186
58GS,843,B,1993-08-12T19:24,66.4995,7.9982,363,0.0,13.037,34.5913
58GS,843,B,1993-08-12T19:24,66.4995,7.9982,363,5.0,13.037,34.5901
58GS,843,B,1993-08-12T19:24,66.4995,7.9982,363,10.0,13.039,34.5900
58GS,844,B,1993-08-13T01:04,66.4993,9.9772,272,0.0,13.196,34.7035
58GS,844,B,1993-08-13T01:04,66.4993,9.9772,272,5.0,13.198,34.7015
58GS,844,B,1993-08-13T01:04,66.4993,9.9772,272,10.0,13.209,34.7017
58GS,846,B,1993-08-14T03:59,68.0503,9.9538,1000,0.0,12.605,34.7144
58GS,846,B,1993-08-14T03:59,68.0503,9.9538,1000,5.0,12.605,34.7113
58GS,846,B,1993-08-14T03:59,68.0503,9.9538,1000,10.0,12.607,34.7092
58MS,783,B,1993-08-24T04:57,67.0017,9.0017,337,0.0,12.241,34.7734
58MS,783,B,1993-08-24T04:57,67.0017,9.0017,337,5.0,12.137,34.9027
58MS,783,B,1993-08-24T04:57,67.0017,9.0017,337,10.0,12.133,34.9047
58MS,784,B,1993-08-24T06:40,67.0000,8.3333,344,0.0,12.073,34.8994
58MS,784,B,1993-08-24T06:40,67.0000,8.3333,344,5.0,12.071,34.8986
58MS,784,B,1993-08-24T06:40,67.0000,8.3333,344,10.0,12.072,34.8987
58MS,785,B,1993-08-26T07:31,66.3333,6.5333,483,0.0,12.144,34.8071
58MS,785,B,1993-08-26T07:31,66.3333,6.5333,483,5.0,12.148,34.8115
58MS,785,B,1993-08-26T07:31,66.3333,6.5333,483,10.0,12.115,34.8102
58MS,786,B,1993-08-26T14:17,66.3333,6.9967,370,0.0,12.401,34.6029
58MS,786,B,1993-08-26T14:17,66.3333,6.9967,370,5.0,12.364,34.7608
58MS,786,B,1993-08-26T14:17,66.3333,6.9967,370,10.0,12.353,34.7601
58MS,787,B,1993-08-26T16:53,66.3333,7.9983,397,0.0,12.636,34.4270
58MS,787,B,1993-08-26T16:53,66.3333,7.9983,397,5.0,12.640,34.4236
58MS,787,B,1993-08-26T16:53,66.3333,7.9983,397,10.0,12.625,34.4315
58MS,788,B,1993-08-26T20:40,66.3333,9.0000,249,1.0,12.788,34.2444
58MS,788,B,1993-08-26T20:40,66.3333,9.0000,249,5.0,12.794,34.2425
58MS,788,B,1993-08-26T20:40,66.3333,9.0000,249,10.0,12.794,34.2435
58MS,789,B,1993-08-27T04:22,66.3317,9.9967,226,0.0,12.658,34.3085
58MS,789,B,1993-08-27T04:22,66.3317,9.9967,226,5.0,12.661,34.4700
58MS,789,B,1993-08-27T04:22,66.3317,9.9967,226,10.0,12.659,34.4740
58JH,1022,B,1993-10-29T17:08,66.3403,9.3503,249,0.0,7.306,34.9585
58JH,1022,B,1993-10-29T17:08,66.3403,9.3503,249,5.0,7.305,34.9570
58JH,1022,B,1993-10-29T17:08,66.3403,9.3503,249,10.0,7.305,34.9578
58JH,1023,B,1993-10-29T20:16,65.9285,9.5740,283,0.0,8.004,34.5842
58JH,1023,B,1993-10-29T20:16,65.9285,9.5740,283,5.0,7.996,34.5811
58JH,1023,B,1993-10-29T20:16,65.9285,9.5740,283,10.0,7.992,34.5815
58JH,1024,B,1993-10-29T23:48,65.3368,9.8838,186,0.0,8.595,33.9226
58JH,1024,B,1993-10-29T23:48,65.3368,9.8838,186,5.0,8.593,33.9306
58JH,1024,B,1993-10-29T23:48,65.3368,9.8838,186,10.0,8.593,33.9325
58JH,1026,B,1993-10-30T07:47,65.0062,9.2867,230,0.0,8.186,34.9727
