Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu]
58?1,,B,1895-07-09T08:30,67.55,9.52,,0,10.60,34.346
772A,,B,1896-06-10T14:00,65.22,8.40,,0,8.06,35.083
772A,,B,1896-06-10T18:00,65.77,9.17,,0,7.72,35.033
772A,,B,1896-06-10T22:00,66.33,9.93,,0,7.84,35.272
772A,,B,1896-08-26T06:00,65.83,9.67,,0,13.00,33.996
772A,,B,1896-08-26T10:00,65.40,8.60,,0,13.23,33.785
58HE,65,B,1897-04-13T04:30,69.70,5.82,,0,4.65,35.052
58HE,66,B,1897-04-13T09:45,69.68,7.17,,0,4.90,35.022
58HE,67,B,1897-04-13T16:00,69.97,9.33,,0,5.40,35.032
74G4,61,B,1897-08-23T13:00,67.00,9.17,,0,13.30,33.735
74G4,62,B,1897-08-24T13:00,65.33,7.50,,0,12.80,33.624
773A,1327,B,1898-05-31T12:00,65.32,8.33,,0,8.38,35.302
773A,1328,B,1898-05-31T16:00,65.57,8.75,,0,8.83,34.953
773A,1329,B,1898-05-31T20:00,65.78,9.17,,0,9.01,34.623
773A,1330,B,1898-06-01T00:00,66.13,9.62,,0,8.40,35.122
581B,16,B,1899-06-19T08:00,65.82,9.72,,0,9.78,34.670
58MS,605,B,1900-08-11T21:45,69.85,5.00,,0,9.60,35.070
58MS,606,B,1900-08-11T23:00,69.87,5.25,,0,9.65,35.020
58MS,39,B,1900-08-11T23:59,68.87,5.25,3000,0,9.65,35.02
58MS,607,B,1900-08-12T02:00,69.87,5.25,,0,9.60,34.970
58MS,608,B,1900-08-12T14:00,69.77,8.00,,0,9.70,35.070
58MS,40,B,1900-08-12T14:00,69.77,8.00,,0,9.7,35.07
58MS,609,B,1900-08-12T18:25,69.70,8.88,,0,9.70,35.010
58HE,111,B,1901-05-17T15:00,67.62,6.00,,0,6.0,
5802,1483,B,1901-05-17T15:45,67.62,6.00,,0,5.86,35.230
58HE,112,B,1901-05-17T23:59,67.68,8.50,,0,6.4,35.14
58HE,112,B,1901-05-17T23:59,67.68,8.50,,10,7.04,35.15
5802,1484,B,1901-05-18T00:00,67.68,8.50,,0,7.00,35.140
58MS,3551,B,1901-06-23T05:00,69.75,9.25,,0,8.20,35.180
581D,1618,B,1901-08-07T16:00,69.98,9.98,,0,9.80,35.070
581D,1619,B,1901-08-07T19:30,69.80,9.17,,0,8.60,35.080
581D,1620,B,1901-08-07T23:00,69.50,8.67,,0,8.90,35.070
581D,1621,B,1901-08-08T02:00,69.22,8.22,,0,9.50,35.050
581D,1622,B,1901-08-08T05:00,69.12,7.67,,0,9.50,35.010
581D,1623,B,1901-08-08T08:00,69.02,8.00,,0,9.40,35.070
581D,1624,B,1901-08-08T11:00,68.88,6.50,,0,9.60,35.040
581D,1625,B,1901-08-08T14:00,68.75,6.00,,0,10.40,35.090
581D,1626,B,1901-08-08T17:00,68.42,5.67,,0,10.50,35.050
581D,1627,B,1901-08-08T22:00,68.08,5.17,,0,10.40,35.120
58HE,4298,B,1902-05-17T12:00,67.48,5.73,,0,6.70,35.250
58HE,4299,B,1902-05-17T14:00,67.57,6.53,,0,6.80,35.210
58HE,135,B,1902-05-17T15:00,67.60,6.95,,0,6.7,
58HE,4300,B,1902-05-17T18:00,67.63,7.47,,0,7.20,35.150
58HE,4301,B,1902-05-17T20:00,67.68,8.20,,0,6.70,35.050
58HE,4302,B,1902-05-17T22:00,67.70,8.92,,0,6.20,34.680
58HE,136,B,1902-05-17T22:00,67.70,8.92,,0,6.2,34.68
58HE,4303,B,1902-05-18T01:00,67.72,9.63,,0,6.90,34.510
58MS,36,B,1903-02-18T00:00,69.82,5.43,,0,4.5,35.12
58MS,37,B,1903-02-18T13:00,69.38,8.12,,1,5.49,35.11
58MS,60,B,1903-06-01T08:00,67.23,6.20,,0,7.15,35.16
58MS,60,B,1903-06-01T08:00,67.23,6.20,,10,7.02,35.13
58MS,61,B,1903-06-01T15:00,67.20,9.32,452,0,7.8,35.04
58MS,61,B,1903-06-01T15:00,67.20,9.32,452,10,7.63,35.03
58MS,72,B,1903-06-04T02:00,65.98,9.87,295,0,7.85,34.59
58MS,72,B,1903-06-04T02:00,65.98,9.87,295,10,7.88,34.59
58MS,71,B,1903-06-04T09:00,65.87,7.92,410,0,7.8,34.94
58MS,71,B,1903-06-04T09:00,65.87,7.92,410,10,7.75,35.02
58MS,70,B,1903-06-04T18:00,65.73,5.82,340,0,7.9,34.91
58MS,70,B,1903-06-04T18:00,65.73,5.82,340,10,7.92,34.95
58MS,62,B,1904-06-02T15:00,67.20,6.37,1340,0,7.67,35.18
58MS,62,B,1904-06-02T15:00,67.20,6.37,1340,10,7.67,35.18
58MS,63,B,1904-06-02T21:00,67.12,7.83,1063,0,7.69,35.16
58MS,63,B,1904-06-02T21:00,67.12,7.83,1063,10,7.63,35.15
58MS,64,B,1904-06-03T03:00,67.08,9.13,434,0,7.25,34.62
58MS,64,B,1904-06-03T03:00,67.08,9.13,434,10,7.13,34.69
58MS,67,B,1904-06-05T15:00,66.07,9.65,256,0,8.08,34.73
58MS,67,B,1904-06-05T15:00,66.07,9.65,256,10,7.91,34.74
58MS,68,B,1904-06-05T23:00,65.75,7.93,362,0,8.07,34.86
58MS,68,B,1904-06-05T23:00,65.75,7.93,362,10,8.02,35.03
58MS,69,B,1904-06-06T08:00,65.50,6.33,415,0,7.99,34.61
58MS,69,B,1904-06-06T08:00,65.50,6.33,415,10,7.98,34.63
58MS,17,B,1905-11-28T22:00,66.72,5.87,600,0,6.61,
9999,5337,B,1905-11-29T00:00,66.67,7.38,,0,5.67,34.68
9999,5336,B,1905-11-29T00:00,66.60,8.75,,0,5.84,34.64
9999,5335,B,1905-11-29T00:00,66.58,9.10,,0,6.2,34.75
58MS,18,B,1905-11-29T03:00,66.67,7.03,600,0,7.3,
58MS,19,B,1905-11-29T06:00,66.63,8.08,320,0,6.04,
58MS,20,B,1905-11-29T09:00,66.58,9.10,296,0,6.2,34.75
3599,602,B,1908-05-25T17:00,65.4000,9.7800,,0,7.,
9999,7185,B,1908-06-14T00:00,65.23,8.95,,0,9.2,33.75
9999,7184,B,1908-06-14T00:00,65.63,9.65,,0,10.0,33.01
9999,2388,B,1927-07-26T00:00,65.17,9.45,,0,14.39,32.99
9999,2387,B,1927-07-26T00:00,65.03,9.25,,0,14.49,33.08
9999,2389,B,1927-07-26T00:00,65.28,9.65,,0,13.23,33.01
9999,2390,B,1927-07-26T00:00,65.40,9.85,,0,14.80,32.83
58ST,5,B,1930-08-17T11:00,69.95,7.33,,0,11.87,35.10
58ST,5,B,1930-08-17T11:00,69.95,7.33,,10,11.81,35.10
58VG,139,B,1931-07-15T20:00,67.28,9.88,,0,10.97,34.073
58VG,139,B,1931-07-15T20:00,67.28,9.88,,10,10.24,34.149
58VG,140,B,1931-07-16T00:35,67.30,9.02,,0,10.78,34.200
58VG,140,B,1931-07-16T00:35,67.30,9.02,,10,10.32,34.260
58VG,141,B,1931-07-16T05:35,67.20,7.73,,0,9.87,34.865
58VG,141,B,1931-07-16T05:35,67.20,7.73,,10,9.85,34.918
58VG,142,B,1931-07-16T17:54,67.12,5.08,,0,9.90,35.027
58VG,142,B,1931-07-16T17:54,67.12,5.08,,10,9.98,34.997
58AH,62,B,1935-06-19T18:00,67.93,9.75,,0,7.76,34.58
58AH,62,B,1935-06-19T18:00,67.93,9.75,,10,7.83,34.58
58AH,63,B,1935-06-19T21:00,67.92,9.33,,0,7.75,34.62
58AH,63,B,1935-06-19T21:00,67.92,9.33,,10,7.86,34.61
58AH,64,B,1935-06-20T02:00,67.90,8.40,,0,8.05,35.15
58AH,64,B,1935-06-20T02:00,67.90,8.40,,10,8.08,35.15
58AH,65,B,1935-06-20T07:00,67.88,7.53,,0,7.71,34.98
58AH,65,B,1935-06-20T07:00,67.88,7.53,,10,7.70,34.98
58AH,66,B,1935-06-20T11:00,67.87,6.70,,0,7.53,35.24
58AH,66,B,1935-06-20T11:00,67.87,6.70,,10,7.43,35.23
58AH,67,B,1935-06-20T14:00,68.00,6.00,,0,7.00,35.20
58AH,67,B,1935-06-20T14:00,68.00,6.00,,10,6.96,35.19
58AH,68,B,1935-06-20T18:00,68.00,5.13,,0,7.01,35.22
58AH,68,B,1935-06-20T18:00,68.00,5.13,,10,6.96,35.19
58AH,97,B,1935-06-26T20:00,67.03,5.00,,0,8.49,35.19
58AH,97,B,1935-06-26T20:00,67.03,5.00,,10,8.50,35.19
58AH,98,B,1935-06-27T02:00,67.02,5.87,,0,9.35,34.84
58AH,98,B,1935-06-27T02:00,67.02,5.87,,10,9.40,34.83
58AH,99,B,1935-06-27T09:00,67.02,6.87,,0,9.07,35.08
58AH,99,B,1935-06-27T09:00,67.02,6.87,,10,9.02,35.05
58AH,100,B,1935-06-27T15:00,67.00,7.83,,0,9.37,34.93
58AH,100,B,1935-06-27T15:00,67.00,7.83,,10,9.36,34.92
58AH,101,B,1935-06-27T17:00,67.00,8.17,,0,9.33,34.96
58AH,101,B,1935-06-27T17:00,67.00,8.17,,10,9.36,34.94
58AH,102,B,1935-06-27T18:00,67.00,8.42,,0,8.66,35.05
58AH,102,B,1935-06-27T18:00,67.00,8.42,,10,8.66,35.03
58AH,103,B,1935-06-27T21:00,67.00,9.08,,0,9.01,35.04
58AH,103,B,1935-06-27T21:00,67.00,9.08,,10,9.15,35.02
58AH,109,B,1935-07-01T11:00,66.00,9.87,,0,10.41,34.47
58AH,109,B,1935-07-01T11:00,66.00,9.87,,10,9.74,34.61
58AH,110,B,1935-07-01T15:00,66.00,8.87,,0,9.85,34.78
58AH,110,B,1935-07-01T15:00,66.00,8.87,,10,9.15,34.76
58AH,111,B,1935-07-01T19:00,65.98,7.87,,0,10.33,34.84
58AH,111,B,1935-07-01T19:00,65.98,7.87,,10,9.78,34.94
58AH,112,B,1935-07-01T23:00,65.98,6.87,,0,9.53,35.12
58AH,112,B,1935-07-01T23:00,65.98,6.87,,10,9.30,35.11
58AH,113,B,1935-07-02T02:00,65.98,6.33,,0,10.18,34.81
58AH,113,B,1935-07-02T02:00,65.98,6.33,,10,9.95,34.81
58AH,114,B,1935-07-02T04:00,65.97,5.87,,0,10.49,34.85
58AH,114,B,1935-07-02T04:00,65.97,5.87,,10,10.20,34.88
58AH,115,B,1935-07-02T06:00,65.97,5.38,,0,10.34,35.10
58AH,115,B,1935-07-02T06:00,65.97,5.38,,10,10.24,35.07
58AH,139,B,1935-07-07T05:00,65.03,5.00,,0,10.60,
58AH,139,B,1935-07-07T05:00,65.03,5.00,,10,10.72,34.55
58AH,140,B,1935-07-07T07:00,65.03,5.48,,0,10.99,34.70
58AH,140,B,1935-07-07T07:00,65.03,5.48,,10,11.02,34.68
58AH,141,B,1935-07-07T10:00,65.03,6.00,,0,10.53,34.22
58AH,141,B,1935-07-07T10:00,65.03,6.00,,10,10.62,34.22
58AH,142,B,1935-07-07T12:00,65.03,6.50,,0,10.76,34.65
58AH,142,B,1935-07-07T12:00,65.03,6.50,,10,10.82,34.64
58AH,143,B,1935-07-07T14:00,65.03,7.000,,0,10.50,34.67
58AH,143,B,1935-07-07T14:00,65.03,7.000,,10,10.52,34.67
58AH,144,B,1935-07-07T18:00,65.03,8.05,,0,9.97,35.14
58AH,144,B,1935-07-07T18:00,65.03,8.05,,10,9.98,35.14
58AH,145,B,1935-07-07T21:00,65.03,9.00,,0,9.80,35.15
58AH,145,B,1935-07-07T21:00,65.03,9.00,,10,9.85,35.16
9099,1289,B,1936-01-20T00:00,69.000,8.267,,0.0,6.900,35.170
9099,1289,B,1936-01-20T00:00,69.000,8.267,,5.0,7.220,35.210
9099,1289,B,1936-01-20T00:00,69.000,8.267,,10.0,7.250,35.300
9099,1288,B,1936-01-20T05:00,68.000,8.267,,0.0,6.000,35.100
9099,1288,B,1936-01-20T05:00,68.000,8.267,,5.0,6.120,35.300
9099,1288,B,1936-01-20T05:00,68.000,8.267,,10.0,6.120,35.350
58AH,202,B,1936-07-09T05:00,65.52,9.22,400,0,11.84,34.92
58AH,202,B,1936-07-09T05:00,65.52,9.22,400,10,11.67,34.89
58AH,203,B,1936-07-09T08:00,65.53,8.42,365,0,11.77,34.74
58AH,203,B,1936-07-09T08:00,65.53,8.42,365,10,11.50,34.73
58AH,204,B,1936-07-09T11:00,65.53,7.62,400,0,11.59,34.78
58AH,204,B,1936-07-09T11:00,65.53,7.62,400,10,11.41,34.74
58AH,205,B,1936-07-09T13:00,65.50,7.47,375,0,11.67,34.66
58AH,205,B,1936-07-09T13:00,65.50,7.47,375,10,11.53,34.65
58AH,206,B,1936-07-09T14:00,65.50,7.15,440,0,11.75,34.52
58AH,206,B,1936-07-09T14:00,65.50,7.15,440,10,11.58,34.60
58AH,207,B,1936-07-09T17:00,65.50,6.80,410,0,11.91,34.28
58AH,207,B,1936-07-09T17:00,65.50,6.80,410,10,11.72,34.42
58AH,208,B,1936-07-09T18:00,65.50,6.53,465,0,11.55,34.45
58AH,208,B,1936-07-09T18:00,65.50,6.53,465,10,11.40,34.46
58AH,209,B,1936-07-09T20:00,65.50,6.23,360,0,11.72,34.51
58AH,209,B,1936-07-09T20:00,65.50,6.23,360,10,11.63,34.52
58AH,210,B,1936-07-09T22:00,65.50,5.82,500,0,12.50,33.75
58AH,210,B,1936-07-09T22:00,65.50,5.82,500,10,11.93,34.20
58AH,211,B,1936-07-09T23:54,65.48,5.37,735,0,12.57,33.63
58AH,211,B,1936-07-09T23:54,65.48,5.37,735,10,12.50,33.62
58AH,252,B,1936-07-14T05:00,66.02,5.30,825,0,12.45,34.81
58AH,252,B,1936-07-14T05:00,66.02,5.30,825,10,11.21,35.02
58AH,253,B,1936-07-14T07:00,66.02,5.70,690,0,13.08,34.14
58AH,253,B,1936-07-14T07:00,66.02,5.70,690,10,12.70,34.25
58AH,254,B,1936-07-14T09:00,66.00,6.12,515,0,13.07,34.06
58AH,254,B,1936-07-14T09:00,66.00,6.12,515,10,12.89,34.14
58AH,255,B,1936-07-14T11:00,66.00,6.53,290,0,13.52,33.68
58AH,255,B,1936-07-14T11:00,66.00,6.53,290,10,12.93,34.05
58AH,256,B,1936-07-14T13:00,66.00,6.95,335,0,12.32,34.83
58AH,256,B,1936-07-14T13:00,66.00,6.95,335,10,11.68,34.84
58AH,257,B,1936-07-14T16:00,66.00,7.77,400,0,12.87,34.74
58AH,257,B,1936-07-14T16:00,66.00,7.77,400,10,12.73,34.74
58AH,258,B,1936-07-14T20:00,66.00,8.60,390,0,13.60,34.78
58AH,258,B,1936-07-14T20:00,66.00,8.60,390,10,13.49,34.78
58AH,259,B,1936-07-14T23:00,66.00,9.40,295,0,13.45,34.68
58AH,259,B,1936-07-14T23:00,66.00,9.40,295,10,13.29,34.67
58AH,266,B,1936-07-17T09:00,66.50,9.33,268,0,13.07,34.85
58AH,266,B,1936-07-17T09:00,66.50,9.33,268,10,12.27,34.90
58AH,267,B,1936-07-17T12:00,66.50,8.57,316,0,12.86,34.80
58AH,267,B,1936-07-17T12:00,66.50,8.57,316,10,12.13,34.78
58AH,268,B,1936-07-17T15:00,66.50,7.80,383,0,13.37,34.82
58AH,268,B,1936-07-17T15:00,66.50,7.80,383,10,12.38,34.81
58AH,269,B,1936-07-17T17:00,66.50,7.60,383,0,13.49,34.23
58AH,269,B,1936-07-17T17:00,66.50,7.60,383,10,12.19,34.50
58AH,270,B,1936-07-17T19:00,66.50,7.08,423,0,13.19,34.63
58AH,270,B,1936-07-17T19:00,66.50,7.08,423,10,11.19,34.83
58AH,271,B,1936-07-17T21:00,66.50,6.75,589,0,13.09,34.70
58AH,271,B,1936-07-17T21:00,66.50,6.75,589,10,12.05,34.80
58AH,272,B,1936-07-17T23:00,66.50,6.37,733,0,13.32,34.14
58AH,272,B,1936-07-17T23:00,66.50,6.37,733,10,12.50,34.46
58AH,273,B,1936-07-18T01:00,66.50,5.95,898,0,12.89,34.50
58AH,273,B,1936-07-18T01:00,66.50,5.95,898,10,12.63,34.52
58AH,274,B,1936-07-18T04:00,66.50,5.57,1003,0,12.89,34.48
58AH,274,B,1936-07-18T04:00,66.50,5.57,1003,10,12.30,34.55
58AH,275,B,1936-07-18T06:00,66.85,5.08,,0,12.60,34.55
58AH,275,B,1936-07-18T06:00,66.85,5.08,,10,12.50,34.54
9099,1295,B,1937-04-21T12:00,69.700,9.732,,0.0,0.300,34.900
9099,1295,B,1937-04-21T12:00,69.700,9.732,,5.0,-0.080,34.870
9099,1295,B,1937-04-21T12:00,69.700,9.732,,10.0,-0.080,34.880
9099,1294,B,1937-04-21T18:00,69.500,7.650,,0.0,1.200,34.830
9099,1294,B,1937-04-21T18:00,69.500,7.650,,5.0,0.840,34.810
9099,1294,B,1937-04-21T18:00,69.500,7.650,,10.0,0.710,34.790
9099,1293,B,1937-04-22T02:00,69.282,5.550,,0.0,3.400,35.010
9099,1293,B,1937-04-22T02:00,69.282,5.550,,5.0,3.220,35.010
9099,1293,B,1937-04-22T02:00,69.282,5.550,,10.0,3.200,35.010
9099,1292,B,1937-04-23T13:00,68.017,6.350,,0.0,7.000,35.100
9099,1292,B,1937-04-23T13:00,68.017,6.350,,5.0,6.820,34.990
9099,1292,B,1937-04-23T13:00,68.017,6.350,,10.0,6.820,35.030
9099,1291,B,1937-04-23T17:00,67.800,8.167,,0.0,7.000,
9099,1291,B,1937-04-23T17:00,67.800,8.167,,5.0,6.990,
9099,1291,B,1937-04-23T17:00,67.800,8.167,,10.0,6.860,
06HB,58,B,1938-04-13T00:00,67.43,9.25,420,0,5.97,34.65
06HB,57,B,1938-04-13T00:00,67.42,9.83,240,0,5.90,34.49
90SI,7480,B,1939-06-03T09:40,69.5000,5.3700,,0,6.7,35.23
90SI,7480,B,1939-06-03T09:40,69.5000,5.3700,,5,6.8,35.24
90SI,7480,B,1939-06-03T09:40,69.5000,5.3700,,10,6.87,35.25
90SI,7481,B,1939-06-03T15:37,69.4200,6.6300,,0,6.2,35.23
90SI,7481,B,1939-06-03T15:37,69.4200,6.6300,,5,6.11,35.21
90SI,7481,B,1939-06-03T15:37,69.4200,6.6300,,10,6.05,35.19
90SI,7482,B,1939-06-03T20:22,69.3000,7.9200,3000,0,6.2,35.25
90SI,7482,B,1939-06-03T20:22,69.3000,7.9200,3000,5,6.43,35.26
90SI,7482,B,1939-06-03T20:22,69.3000,7.9200,3000,10,6.58,35.26
90SI,7483,B,1939-06-04T03:55,69.2030,9.2200,,0,7.,
90SI,7483,B,1939-06-04T03:55,69.2030,9.2200,,5,7.11,
90SI,7483,B,1939-06-04T03:55,69.2030,9.2200,,10,7.18,35.17
9099,1306,B,1948-02-15T19:00,68.132,9.532,,0.0,6.600,35.250
9099,1306,B,1948-02-15T19:00,68.132,9.532,,10.0,6.650,35.250
9099,1307,B,1948-04-09T19:00,68.132,9.532,,0.0,6.420,35.250
9099,1307,B,1948-04-09T19:00,68.132,9.532,,10.0,6.340,35.250
9099,1305,B,1948-04-10T02:00,68.417,8.332,,0.0,6.360,35.250
9099,1305,B,1948-04-10T02:00,68.417,8.332,,10.0,6.400,35.250
9099,1304,B,1948-04-10T11:00,68.667,7.332,,0.0,5.440,35.210
9099,1304,B,1948-04-10T11:00,68.667,7.332,,10.0,5.440,35.210
58UR,25,B,1948-07-07T00:00,68.67,6.80,,0,12.1,34.81
58UR,25,B,1948-07-07T00:00,68.67,6.80,,10,8.98,35.16
5858,31,B,1948-11-16T11:00,66.08,5.00,,0,7.30,35.160
5858,31,B,1948-11-16T11:00,66.08,5.00,,10,7.27,35.130
9099,1309,B,1949-04-07T13:00,68.832,9.500,,0.0,6.800,
9099,1309,B,1949-04-07T13:00,68.832,9.500,,10.0,6.690,
9099,1308,B,1949-04-07T19:00,68.867,8.000,,0.0,6.800,
9099,1308,B,1949-04-07T19:00,68.867,8.000,,10.0,6.690,
58VH,61,B,1949-06-29T16:00,68.90,9.47,3000,0,9.80,35.095
58VH,61,B,1949-06-29T16:00,68.90,9.47,3000,10,9.47,35.039
58VH,62,B,1949-06-30T00:00,69.10,7.47,,0,8.30,35.205
58VH,62,B,1949-06-30T00:00,69.10,7.47,,10,7.82,35.195
58VH,63,B,1949-06-30T08:00,69.35,5.20,,0,8.00,35.240
58VH,63,B,1949-06-30T08:00,69.35,5.20,,10,8.28,35.220
58VD,38,B,1949-07-12T22:00,66.55,6.08,,0,9.70,35.266
58VD,38,B,1949-07-12T22:00,66.55,6.08,,10,10.33,35.219
9099,1310,B,1949-08-27T15:00,69.482,6.000,,0.0,6.800,
9099,1310,B,1949-08-27T15:00,69.482,6.000,,10.0,6.690,
9099,1312,B,1949-08-28T03:00,69.000,9.582,,0.0,6.800,
9099,1312,B,1949-08-28T03:00,69.000,9.582,,10.0,6.690,
9099,1311,B,1949-09-23T14:00,69.250,7.782,,0.0,6.800,
9099,1311,B,1949-09-23T14:00,69.250,7.782,,10.0,6.690,
58GS,83,B,1950-04-14T00:00,68.17,9.80,1590,1,7.29,35.24
58GS,83,B,1950-04-14T00:00,68.17,9.80,1590,10,7.29,35.23
58GS,84,B,1950-04-14T00:00,68.33,9.27,2600,1,6.74,35.20
58GS,84,B,1950-04-14T00:00,68.33,9.27,2600,10,6.74,35.20
9099,1338,B,1950-06-14T04:00,69.332,9.232,,0.0,6.850,35.280
9099,1338,B,1950-06-14T04:00,69.332,9.232,,10.0,6.860,35.280
9099,1334,B,1950-06-14T11:00,69.332,6.400,,0.0,6.960,35.280
9099,1334,B,1950-06-14T11:00,69.332,6.400,,10.0,6.900,35.280
9060,3836,B,1950-07-01T08:00,69.317,5.967,2000,10.0,11.140,35.190
9099,1337,B,1950-07-31T13:00,69.317,9.767,,0.0,10.900,35.100
9099,1337,B,1950-07-31T13:00,69.317,9.767,,10.0,10.910,35.100
9099,1336,B,1950-07-31T17:00,69.317,8.832,,0.0,11.100,35.100
9099,1336,B,1950-07-31T17:00,69.317,8.832,,10.0,10.900,35.100
9099,1335,B,1950-07-31T22:00,69.317,7.867,,0.0,10.900,35.170
9099,1335,B,1950-07-31T22:00,69.317,7.867,,10.0,11.000,35.190
9099,1333,B,1950-08-01T03:00,69.317,6.967,,0.0,10.900,35.160
9099,1333,B,1950-08-01T03:00,69.317,6.967,,10.0,10.970,35.160
9099,1332,B,1950-08-01T08:00,69.317,5.967,,0.0,10.900,35.170
9099,1332,B,1950-08-01T08:00,69.317,5.967,,10.0,11.140,35.190
9099,1331,B,1950-08-01T13:00,69.317,5.167,,0.0,10.000,35.190
9099,1331,B,1950-08-01T13:00,69.317,5.167,,10.0,9.940,35.190
9099,1326,B,1950-08-31T22:00,67.567,9.682,250,0.0,14.300,
9099,1326,B,1950-08-31T22:00,67.567,9.682,250,10.0,14.380,33.860
9099,1324,B,1950-09-01T02:00,67.567,8.850,,0.0,14.000,34.540
9099,1324,B,1950-09-01T02:00,67.567,8.850,,10.0,13.980,34.610
9099,1323,B,1950-09-01T06:00,67.567,8.032,,0.0,13.500,35.070
9099,1323,B,1950-09-01T06:00,67.567,8.032,,10.0,13.370,35.070
9099,1320,B,1950-09-01T10:00,67.567,7.232,,0.0,12.800,35.100
9099,1320,B,1950-09-01T10:00,67.567,7.232,,10.0,12.750,35.100
9099,1318,B,1950-09-01T14:00,67.600,6.182,,0.0,13.200,
9099,1318,B,1950-09-01T14:00,67.600,6.182,,10.0,13.170,34.990
9099,1316,B,1950-09-01T18:00,67.600,5.367,,0.0,13.300,34.990
9099,1316,B,1950-09-01T18:00,67.600,5.367,,10.0,13.050,34.990
9099,1339,B,1950-09-16T21:00,69.967,9.000,,0.0,11.100,
9099,1339,B,1950-09-16T21:00,69.967,9.000,,10.0,10.990,
9099,1314,B,1950-12-07T23:00,66.917,9.632,310,0.0,7.400,
9099,1314,B,1950-12-07T23:00,66.917,9.632,310,10.0,7.400,
9099,1325,B,1950-12-08T01:00,67.867,8.767,,0.0,7.100,
9099,1325,B,1950-12-08T01:00,67.867,8.767,,10.0,7.360,
9099,1313,B,1950-12-08T03:00,66.967,8.767,400,0.0,7.900,
9099,1313,B,1950-12-08T03:00,66.967,8.767,400,10.0,8.040,
9099,1321,B,1950-12-08T13:00,67.950,7.832,,0.0,7.700,
9099,1321,B,1950-12-08T13:00,67.950,7.832,,10.0,7.730,
9099,1329,B,1950-12-08T20:00,68.000,6.750,,0.0,7.100,
9099,1329,B,1950-12-08T20:00,68.000,6.750,,10.0,6.990,
9099,1327,B,1950-12-09T02:00,68.032,5.967,,0.0,6.700,
9099,1328,B,1950-12-09T07:00,68.100,5.082,,0.0,6.800,
9099,1328,B,1950-12-09T07:00,68.100,5.082,,10.0,6.860,
9099,1322,B,1950-12-09T14:00,67.017,8.067,290,0.0,7.600,
9099,1322,B,1950-12-09T14:00,67.017,8.067,290,10.0,7.630,
9099,1319,B,1950-12-09T18:00,67.050,7.232,,0.0,8.000,
9099,1319,B,1950-12-09T18:00,67.050,7.232,,10.0,7.990,
9099,1317,B,1950-12-09T22:00,67.082,6.400,,0.0,7.600,
9099,1317,B,1950-12-09T22:00,67.082,6.400,,10.0,7.570,
9099,1315,B,1950-12-10T02:00,67.132,5.567,,0.0,7.400,
9099,1315,B,1950-12-10T02:00,67.132,5.567,,10.0,7.280,
58GS,72,B,1951-04-04T00:00,66.82,9.95,400,0,6.24,35.08
58GS,72,B,1951-04-04T00:00,66.82,9.95,400,10,6.22,35.09
58GS,70,B,1951-04-04T00:00,66.68,9.92,306,0,6.32,35.16
58GS,70,B,1951-04-04T00:00,66.68,9.92,306,10,6.32,35.14
58GS,71,B,1951-04-04T00:00,66.67,9.45,295,0,6.49,35.17
58GS,71,B,1951-04-04T00:00,66.67,9.45,295,10,6.47,35.17
58GS,77,B,1951-04-05T00:00,68.13,9.72,1620,0,6.50,35.20
58GS,77,B,1951-04-05T00:00,68.13,9.72,1620,10,6.53,35.22
58GS,78,B,1951-04-05T00:00,68.27,9.18,2510,0,6.59,35.20
58GS,78,B,1951-04-05T00:00,68.27,9.18,2510,10,6.58,35.20
58GS,79,B,1951-04-05T00:00,68.40,8.63,2020,0,5.70,35.24
58GS,79,B,1951-04-05T00:00,68.40,8.63,2020,10,5.64,35.21
58GS,163,B,1951-05-05T00:00,66.88,7.95,600,0,6.90,35.16
58GS,163,B,1951-05-05T00:00,66.88,7.95,600,10,6.92,35.19
58GS,160,B,1951-05-05T00:00,66.80,8.08,396,0,6.50,35.11
58GS,160,B,1951-05-05T00:00,66.80,8.08,396,10,6.48,35.09
58GS,159,B,1951-05-05T00:00,66.07,9.07,270,0,6.40,34.96
58GS,159,B,1951-05-05T00:00,66.07,9.07,270,10,6.43,34.95
58GS,161,B,1951-05-05T00:00,66.70,8.20,275,0,6.50,34.97
58GS,161,B,1951-05-05T00:00,66.70,8.20,275,10,6.41,35.05
58GS,162,B,1951-05-05T00:00,66.52,8.47,310,0,6.45,
58GS,162,B,1951-05-05T00:00,66.52,8.47,310,10,6.48,
58GS,171,B,1951-05-06T00:00,65.65,9.67,440,0,5.69,33.94
58GS,171,B,1951-05-06T00:00,65.65,9.67,440,10,6.14,34.51
9059,1369,B,1951-05-28T08:00,69.300,9.967,,0.0,6.000,35.390
9059,1369,B,1951-05-28T08:00,69.300,9.967,,10.0,6.020,35.350
9059,1368,B,1951-05-28T11:00,69.300,8.967,,0.0,5.700,35.430
9059,1368,B,1951-05-28T11:00,69.300,8.967,,10.0,5.670,35.300
9059,1367,B,1951-05-28T15:00,69.300,7.967,,0.0,5.700,35.250
9059,1367,B,1951-05-28T15:00,69.300,7.967,,10.0,5.790,35.250
9059,1366,B,1951-05-28T21:00,69.300,6.900,,0.0,6.400,35.320
9059,1366,B,1951-05-28T21:00,69.300,6.900,,10.0,6.140,35.320
